,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,6.761E+00,8.524E+01,2.515E+02,7.649E+00,6.589E+01,3.126E+02,8.761E+00,5.273E+01,3.707E+02,1.024E+01,4.231E+01,4.293E+02,1.249E+01,3.303E+01,4.899E+02
gammam,1.325E+01,2.980E+01,5.226E+02,9.881E+00,3.714E+01,5.073E+02,6.982E+00,4.683E+01,4.824E+02,4.476E+00,6.150E+01,4.417E+02,2.513E+00,8.770E+01,3.733E+02
gammamRNA,1.227E+01,3.374E+01,4.851E+02,1.015E+01,4.284E+01,4.261E+02,8.722E+00,5.309E+01,3.689E+02,7.640E+00,6.602E+01,3.121E+02,6.772E+00,8.488E+01,2.524E+02
gammad,1.261E+01,3.281E+01,4.900E+02,1.041E+01,4.198E+01,4.286E+02,8.963E+00,5.231E+01,3.694E+02,7.874E+00,6.542E+01,3.107E+02,7.004E+00,8.486E+01,2.489E+02
alphaass,1.182E+01,3.257E+01,5.173E+02,1.282E+01,3.060E+01,5.211E+02,1.390E+01,2.868E+01,5.244E+02,1.513E+01,2.672E+01,5.273E+02,1.667E+01,2.454E+01,5.298E+02
alphadiss,1.424E+01,2.811E+01,5.253E+02,1.243E+01,3.133E+01,5.198E+02,9.509E+00,3.815E+01,5.049E+02,6.130E+00,5.081E+01,4.715E+02,3.144E+00,7.610E+01,4.023E+02
phi0,6.742E+00,8.583E+01,2.499E+02,7.634E+00,6.612E+01,3.117E+02,8.753E+00,5.280E+01,3.703E+02,1.025E+01,4.230E+01,4.294E+02,1.252E+01,3.293E+01,4.905E+02
f1,1.007E+01,4.092E+01,5.175E+02,1.008E+01,4.088E+01,5.176E+02,1.012E+01,4.072E+01,5.177E+02,1.027E+01,4.007E+01,5.182E+02,1.097E+01,3.732E+01,5.203E+02
f2,1.398E+01,2.887E+01,5.258E+02,1.399E+01,2.884E+01,5.258E+02,1.404E+01,2.875E+01,5.258E+02,1.419E+01,2.843E+01,5.260E+02,1.477E+01,2.726E+01,5.266E+02
f12,1.127E+01,7.683E+01,2.432E+02,1.169E+01,5.818E+01,3.101E+02,1.225E+01,4.602E+01,3.748E+02,1.304E+01,3.677E+01,4.412E+02,1.436E+01,2.890E+01,5.111E+02
kb1,9.646E+00,1.172E+02,3.620E+02,1.007E+01,8.443E+01,4.166E+02,1.066E+01,6.300E+01,4.567E+02,1.154E+01,4.715E+01,4.883E+02,1.307E+01,3.425E+01,5.141E+02
kb2,1.059E+01,1.097E+02,3.447E+02,1.097E+01,7.830E+01,4.048E+02,1.149E+01,5.848E+01,4.494E+02,1.225E+01,4.413E+01,4.848E+02,1.357E+01,3.265E+01,5.139E+02
ku1,1.292E+01,3.512E+01,5.124E+02,1.147E+01,4.813E+01,4.863E+02,1.062E+01,6.425E+01,4.543E+02,1.004E+01,8.616E+01,4.135E+02,9.622E+00,1.200E+02,3.576E+02
ku2,1.361E+01,3.244E+01,5.144E+02,1.228E+01,4.375E+01,4.858E+02,1.151E+01,5.782E+01,4.510E+02,1.099E+01,7.709E+01,4.074E+02,1.061E+01,1.072E+02,3.491E+02
bcoop,1.081E+01,9.775E+01,3.299E+02,1.120E+01,7.098E+01,3.916E+02,1.174E+01,5.392E+01,4.397E+02,1.252E+01,4.145E+01,4.796E+02,1.382E+01,3.134E+01,5.135E+02
ucoop,1.392E+01,3.085E+01,5.152E+02,1.255E+01,4.107E+01,4.809E+02,1.175E+01,5.367E+01,4.405E+02,1.121E+01,7.096E+01,3.917E+02,1.080E+01,9.832E+01,3.287E+02
