,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,2.989E-01,3.399E+01,2.387E+02,4.578E-01,2.358E+01,4.091E+02,7.034E-01,1.738E+01,6.519E+02,1.093E+00,1.293E+01,1.003E+03,1.769E+00,9.271E+00,1.510E+03
gammam,1.776E+00,9.311E+00,1.321E+03,1.095E+00,1.297E+01,9.408E+02,7.017E-01,1.743E+01,6.403E+02,4.546E-01,2.364E+01,4.131E+02,2.953E-01,3.404E+01,2.446E+02
gammamRNA,1.269E+00,1.169E+01,1.148E+03,8.609E-01,1.517E+01,7.986E+02,5.924E-01,1.955E+01,5.445E+02,4.099E-01,2.569E+01,3.593E+02,2.840E-01,3.585E+01,2.215E+02
gammad,5.887E-01,1.938E+01,6.161E+02,5.876E-01,1.952E+01,5.783E+02,5.849E-01,1.988E+01,5.050E+02,5.786E-01,2.078E+01,3.888E+02,5.638E-01,2.327E+01,2.483E+02
alphaass,2.947E-01,3.411E+01,2.439E+02,4.541E-01,2.366E+01,4.127E+02,7.018E-01,1.743E+01,6.404E+02,1.096E+00,1.296E+01,9.417E+02,1.781E+00,9.292E+00,1.324E+03
alphadiss,1.795E+00,9.239E+00,1.330E+03,1.101E+00,1.292E+01,9.450E+02,7.030E-01,1.741E+01,6.414E+02,4.539E-01,2.367E+01,4.124E+02,2.938E-01,3.422E+01,2.429E+02
phi0,2.972E-01,3.419E+01,2.367E+02,4.581E-01,2.356E+01,4.094E+02,7.084E-01,1.729E+01,6.567E+02,1.109E+00,1.280E+01,1.016E+03,1.813E+00,9.106E+00,1.539E+03
f1,5.863E-01,1.970E+01,5.384E+02,5.866E-01,1.967E+01,5.384E+02,5.884E-01,1.954E+01,5.387E+02,5.975E-01,1.885E+01,5.398E+02,6.506E-01,1.551E+01,5.457E+02
f2,5.855E-01,1.976E+01,5.383E+02,5.855E-01,1.976E+01,5.383E+02,5.857E-01,1.974E+01,5.383E+02,5.871E-01,1.964E+01,5.385E+02,5.965E-01,1.893E+01,5.397E+02
f12,5.839E-01,3.028E+01,2.707E+02,5.860E-01,2.030E+01,5.116E+02,5.889E-01,1.477E+01,8.918E+02,5.928E-01,1.115E+01,1.495E+03,5.981E-01,8.572E+00,2.445E+03
kb1,5.675E-01,8.502E+00,5.444E+02,4.572E-01,3.289E+00,5.463E+02,2.286E-01,2.141E+00,5.465E+02,7.856E-02,1.952E+00,5.466E+02,2.378E-02,1.923E+00,5.466E+02
kb2,5.818E-01,4.250E+01,4.623E+02,5.863E-01,1.961E+01,5.387E+02,5.955E-01,1.017E+01,5.748E+02,6.157E-01,5.471E+00,5.927E+02,6.665E-01,2.880E+00,6.017E+02
ku1,5.703E-01,9.126E+00,5.442E+02,5.828E-01,1.512E+01,5.411E+02,5.886E-01,2.606E+01,5.342E+02,5.912E-01,4.696E+01,5.179E+02,5.924E-01,9.126E+01,4.773E+02
ku2,6.664E-01,2.884E+00,6.017E+02,6.155E-01,5.487E+00,5.926E+02,5.954E-01,1.022E+01,5.746E+02,5.862E-01,1.975E+01,5.382E+02,5.818E-01,4.299E+01,4.608E+02
bcoop,5.818E-01,4.295E+01,4.594E+02,5.862E-01,1.991E+01,5.376E+02,5.949E-01,1.040E+01,5.750E+02,6.135E-01,5.648E+00,5.939E+02,6.589E-01,3.022E+00,6.035E+02
ucoop,5.852E-01,2.238E+01,5.283E+02,5.835E-01,2.933E+01,5.034E+02,5.821E-01,3.943E+01,4.702E+02,5.811E-01,5.527E+01,4.247E+02,5.803E-01,8.382E+01,3.581E+02
