,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,2.342E+00,6.205E+01,3.131E+02,2.657E+00,4.198E+01,4.450E+02,3.059E+00,3.019E+01,5.869E+02,3.607E+00,2.200E+01,7.464E+02,4.466E+00,1.563E+01,9.285E+02
gammam,4.487E+00,1.553E+01,9.251E+02,3.626E+00,2.181E+01,7.487E+02,3.077E+00,2.982E+01,5.927E+02,2.674E+00,4.123E+01,4.531E+02,2.359E+00,6.024E+01,3.231E+02
gammamRNA,4.597E+00,1.498E+01,9.500E+02,3.684E+00,2.121E+01,7.658E+02,3.114E+00,2.908E+01,6.047E+02,2.700E+00,4.025E+01,4.616E+02,2.378E+00,5.868E+01,3.296E+02
gammad,3.047E+00,3.034E+01,5.911E+02,3.042E+00,3.069E+01,5.679E+02,3.030E+00,3.153E+01,5.205E+02,3.003E+00,3.361E+01,4.334E+02,2.945E+00,3.963E+01,2.986E+02
alphaass,2.360E+00,6.014E+01,3.236E+02,2.679E+00,4.106E+01,4.547E+02,3.086E+00,2.963E+01,5.956E+02,3.644E+00,2.162E+01,7.532E+02,4.528E+00,1.533E+01,9.318E+02
alphadiss,4.464E+00,1.565E+01,9.213E+02,3.608E+00,2.200E+01,7.441E+02,3.061E+00,3.014E+01,5.877E+02,2.660E+00,4.182E+01,4.475E+02,2.345E+00,6.155E+01,3.168E+02
phi0,2.342E+00,6.198E+01,3.134E+02,2.666E+00,4.160E+01,4.486E+02,3.082E+00,2.971E+01,5.945E+02,3.656E+00,2.148E+01,7.590E+02,4.583E+00,1.505E+01,9.477E+02
f1,2.957E+00,3.110E+01,5.821E+02,2.991E+00,3.085E+01,5.823E+02,3.076E+00,3.025E+01,5.829E+02,3.303E+00,2.877E+01,5.842E+02,4.009E+00,2.506E+01,5.873E+02
f2,2.107E+00,3.940E+01,5.743E+02,2.109E+00,3.937E+01,5.743E+02,2.118E+00,3.925E+01,5.744E+02,2.168E+00,3.863E+01,5.750E+02,2.466E+00,3.530E+01,5.782E+02
f12,2.871E+00,5.266E+01,3.528E+02,3.006E+00,3.357E+01,5.342E+02,3.190E+00,2.301E+01,7.438E+02,3.461E+00,1.609E+01,9.946E+02,3.933E+00,1.104E+01,1.298E+03
kb1,2.113E+00,3.280E+01,5.820E+02,7.739E-01,3.598E+01,5.811E+02,3.130E-01,3.680E+01,5.808E+02,1.316E-01,3.701E+01,5.807E+02,5.697E-02,3.707E+01,5.807E+02
kb2,2.482E+00,9.210E+01,4.107E+02,2.650E+00,5.746E+01,4.936E+02,2.885E+00,3.765E+01,5.559E+02,3.240E+00,2.479E+01,6.060E+02,3.876E+00,1.569E+01,6.476E+02
ku1,9.314E-01,3.565E+01,5.812E+02,1.327E+00,3.475E+01,5.814E+02,1.936E+00,3.325E+01,5.819E+02,2.938E+00,3.073E+01,5.826E+02,4.857E+00,2.625E+01,5.838E+02
ku2,3.821E+00,1.618E+01,6.452E+02,3.217E+00,2.533E+01,6.036E+02,2.874E+00,3.829E+01,5.536E+02,2.644E+00,5.822E+01,4.915E+02,2.479E+00,9.307E+01,4.087E+02
bcoop,2.726E+00,8.302E+01,4.240E+02,2.850E+00,4.999E+01,5.116E+02,3.024E+00,3.186E+01,5.768E+02,3.288E+00,2.059E+01,6.288E+02,3.763E+00,1.298E+01,6.713E+02
ucoop,3.742E+00,1.318E+01,6.701E+02,3.280E+00,2.080E+01,6.277E+02,3.020E+00,3.208E+01,5.759E+02,2.849E+00,5.019E+01,5.110E+02,2.726E+00,8.307E+01,4.239E+02
