,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,5.229E-02,2.058E+01,4.358E+02,7.145E-02,9.485E+00,8.343E+02,9.730E-02,4.841E+00,1.419E+03,1.343E-01,2.560E+00,2.279E+03,1.958E-01,1.334E+00,3.530E+03
gammam,7.150E-02,9.685E+00,7.333E+02,6.263E-02,1.309E+01,6.112E+02,5.476E-02,1.810E+01,4.924E+02,4.776E-02,2.599E+01,3.774E+02,4.153E-02,4.040E+01,2.641E+02
gammamRNA,1.932E-01,1.363E+00,3.484E+03,1.330E-01,2.607E+00,2.249E+03,9.649E-02,4.926E+00,1.400E+03,7.090E-02,9.654E+00,8.224E+02,5.191E-02,2.100E+01,4.283E+02
gammad,5.642E-02,1.587E+01,6.707E+02,5.636E-02,1.661E+01,5.488E+02,5.626E-02,1.788E+01,4.223E+02,5.611E-02,2.027E+01,2.997E+02,5.589E-02,2.565E+01,1.866E+02
alphaass,5.028E-02,2.256E+01,4.200E+02,6.959E-02,1.029E+01,7.080E+02,9.577E-02,5.194E+00,1.008E+03,1.334E-01,2.715E+00,1.299E+03,1.957E-01,1.398E+00,1.561E+03
alphadiss,2.079E-01,1.272E+00,1.593E+03,1.469E-01,2.276E+00,1.373E+03,1.095E-01,3.968E+00,1.130E+03,8.297E-02,7.009E+00,8.734E+02,6.302E-02,1.290E+01,6.168E+02
phi0,5.204E-02,2.085E+01,4.308E+02,7.117E-02,9.570E+00,8.283E+02,9.699E-02,4.872E+00,1.412E+03,1.340E-01,2.572E+00,2.271E+03,1.953E-01,1.339E+00,3.522E+03
f1,5.627E-02,1.687E+01,5.170E+02,5.681E-02,1.683E+01,5.170E+02,5.884E-02,1.669E+01,5.172E+02,6.729E-02,1.616E+01,5.176E+02,1.239E-01,1.423E+01,5.192E+02
f2,5.631E-02,1.687E+01,5.170E+02,5.631E-02,1.687E+01,5.170E+02,5.631E-02,1.687E+01,5.170E+02,5.631E-02,1.687E+01,5.170E+02,5.633E-02,1.687E+01,5.170E+02
f12,5.585E-02,4.236E+01,2.285E+02,5.601E-02,2.877E+01,3.245E+02,5.618E-02,2.107E+01,4.270E+02,5.638E-02,1.600E+01,5.407E+02,5.659E-02,1.242E+01,6.688E+02
kb1,2.065E-01,6.261E+01,4.940E+02,1.991E-01,2.899E+01,5.128E+02,1.710E-01,1.963E+01,5.162E+02,1.122E-01,1.734E+01,5.169E+02,5.482E-02,1.686E+01,5.170E+02
kb2,5.599E-02,2.665E+01,4.677E+02,5.704E-02,8.664E+00,5.746E+02,5.886E-02,3.153E+00,6.360E+02,6.229E-02,1.214E+00,6.732E+02,6.992E-02,4.761E-01,6.962E+02
ku1,1.233E-02,1.675E+01,5.170E+02,3.737E-02,1.680E+01,5.170E+02,9.411E-02,1.712E+01,5.169E+02,1.655E-01,1.916E+01,5.164E+02,1.998E-01,2.979E+01,5.125E+02
ku2,6.989E-02,4.770E-01,6.961E+02,6.229E-02,1.215E+00,6.732E+02,5.886E-02,3.152E+00,6.361E+02,5.704E-02,8.652E+00,5.747E+02,5.599E-02,2.658E+01,4.681E+02
bcoop,5.599E-02,2.676E+01,4.673E+02,5.703E-02,8.672E+00,5.745E+02,5.884E-02,3.149E+00,6.361E+02,6.223E-02,1.210E+00,6.733E+02,6.978E-02,4.745E-01,6.963E+02
ucoop,5.702E-02,8.720E+00,5.741E+02,5.655E-02,1.337E+01,5.389E+02,5.616E-02,2.098E+01,4.945E+02,5.585E-02,3.423E+01,4.371E+02,5.559E-02,6.033E+01,3.579E+02
