,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,3.895E-02,1.980E+01,4.581E+02,5.033E-02,8.486E+00,8.168E+02,6.578E-02,4.046E+00,1.297E+03,8.833E-02,2.002E+00,1.951E+03,1.270E-01,9.723E-01,2.843E+03
gammam,7.552E-02,3.486E+00,8.079E+02,5.960E-02,6.053E+00,7.325E+02,4.757E-02,1.064E+01,6.398E+02,3.816E-02,1.934E+01,5.266E+02,3.063E-02,3.819E+01,3.872E+02
gammamRNA,1.254E-01,9.936E-01,2.814E+03,8.763E-02,2.038E+00,1.932E+03,6.537E-02,4.111E+00,1.285E+03,5.007E-02,8.615E+00,8.089E+02,3.879E-02,2.011E+01,4.530E+02
gammad,4.347E-02,1.072E+01,1.124E+03,4.337E-02,1.181E+01,8.402E+02,4.324E-02,1.359E+01,6.040E+02,4.306E-02,1.676E+01,4.085E+02,4.283E-02,2.368E+01,2.456E+02
alphaass,3.123E-02,3.575E+01,4.008E+02,3.965E-02,1.735E+01,5.481E+02,5.044E-02,9.156E+00,6.660E+02,6.465E-02,4.985E+00,7.608E+02,8.429E-02,2.737E+00,8.361E+02
alphadiss,1.270E-01,1.218E+00,9.106E+02,8.517E-02,2.676E+00,8.386E+02,6.102E-02,5.718E+00,7.410E+02,4.477E-02,1.247E+01,6.110E+02,3.309E-02,2.961E+01,4.398E+02
phi0,4.017E-02,1.768E+01,4.969E+02,5.154E-02,7.907E+00,8.550E+02,6.692E-02,3.872E+00,1.332E+03,8.923E-02,1.958E+00,1.975E+03,1.271E-01,9.709E-01,2.845E+03
f1,4.322E-02,1.370E+01,5.936E+02,4.322E-02,1.370E+01,5.936E+02,4.322E-02,1.370E+01,5.936E+02,4.322E-02,1.370E+01,5.936E+02,4.323E-02,1.370E+01,5.936E+02
f2,4.194E-02,1.377E+01,5.935E+02,4.287E-02,1.372E+01,5.936E+02,4.597E-02,1.355E+01,5.937E+02,5.814E-02,1.303E+01,5.941E+02,1.408E-01,1.136E+01,5.951E+02
f12,4.261E-02,4.578E+01,2.396E+02,4.273E-02,3.221E+01,3.179E+02,4.287E-02,2.412E+01,3.963E+02,4.301E-02,1.865E+01,4.781E+02,4.318E-02,1.471E+01,5.650E+02
kb1,4.289E-02,2.233E+01,5.234E+02,4.388E-02,7.176E+00,6.725E+02,4.555E-02,2.647E+00,7.644E+02,4.862E-02,1.034E+00,8.232E+02,5.532E-02,4.055E-01,8.614E+02
kb2,9.001E-01,5.690E+01,5.658E+02,7.953E-01,2.431E+01,5.887E+02,5.364E-01,1.601E+01,5.927E+02,2.587E-01,1.413E+01,5.934E+02,1.020E-01,1.376E+01,5.936E+02
ku1,5.526E-02,4.075E-01,8.612E+02,4.861E-02,1.038E+00,8.231E+02,4.555E-02,2.652E+00,7.643E+02,4.388E-02,7.177E+00,6.725E+02,4.289E-02,2.228E+01,5.237E+02
ku2,9.752E-03,1.368E+01,5.936E+02,3.212E-02,1.369E+01,5.936E+02,1.025E-01,1.376E+01,5.936E+02,2.918E-01,1.426E+01,5.934E+02,6.215E-01,1.731E+01,5.921E+02
bcoop,4.288E-02,2.240E+01,5.228E+02,4.388E-02,7.161E+00,6.728E+02,4.556E-02,2.630E+00,7.649E+02,4.864E-02,1.024E+00,8.238E+02,5.542E-02,3.995E-01,8.619E+02
ucoop,4.742E-02,1.380E+00,8.077E+02,4.544E-02,2.766E+00,7.611E+02,4.416E-02,5.728E+00,6.963E+02,4.330E-02,1.258E+01,6.049E+02,4.270E-02,3.122E+01,4.702E+02
