,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,1.809E-01,1.574E+01,4.318E+02,2.569E-01,1.066E+01,6.717E+02,3.650E-01,7.515E+00,9.966E+02,5.245E-01,5.348E+00,1.437E+03,7.858E-01,3.684E+00,2.031E+03
gammam,7.256E-01,4.005E+00,1.517E+03,4.606E-01,6.078E+00,1.118E+03,3.033E-01,9.039E+00,7.776E+02,2.008E-01,1.390E+01,5.023E+02,1.325E-01,2.361E+01,2.873E+02
gammamRNA,7.330E-01,3.928E+00,1.925E+03,4.662E-01,5.965E+00,1.282E+03,3.084E-01,8.856E+00,8.287E+02,2.054E-01,1.357E+01,5.103E+02,1.364E-01,2.294E+01,2.844E+02
gammad,2.241E-01,1.201E+01,7.194E+02,2.239E-01,1.210E+01,6.743E+02,2.234E-01,1.231E+01,5.865E+02,2.222E-01,1.287E+01,4.463E+02,2.193E-01,1.443E+01,2.761E+02
alphaass,1.808E-01,1.569E+01,4.425E+02,2.572E-01,1.067E+01,6.596E+02,3.659E-01,7.541E+00,9.241E+02,5.261E-01,5.378E+00,1.235E+03,7.877E-01,3.713E+00,1.586E+03
alphadiss,7.303E-01,3.981E+00,1.523E+03,4.632E-01,6.047E+00,1.123E+03,3.049E-01,8.992E+00,7.816E+02,2.019E-01,1.382E+01,5.055E+02,1.332E-01,2.342E+01,2.898E+02
phi0,1.354E-01,2.320E+01,2.808E+02,2.042E-01,1.366E+01,5.064E+02,3.071E-01,8.893E+00,8.247E+02,4.650E-01,5.980E+00,1.279E+03,7.322E-01,3.932E+00,1.923E+03
f1,2.197E-01,1.267E+01,5.665E+02,2.201E-01,1.264E+01,5.665E+02,2.215E-01,1.252E+01,5.666E+02,2.276E-01,1.202E+01,5.672E+02,2.569E-01,1.001E+01,5.696E+02
f2,2.232E-01,1.237E+01,5.668E+02,2.232E-01,1.237E+01,5.668E+02,2.234E-01,1.236E+01,5.668E+02,2.244E-01,1.228E+01,5.669E+02,2.315E-01,1.172E+01,5.676E+02
f12,2.218E-01,2.702E+01,2.347E+02,2.225E-01,1.732E+01,3.842E+02,2.233E-01,1.223E+01,5.746E+02,2.242E-01,9.076E+00,8.221E+02,2.254E-01,6.952E+00,1.145E+03
kb1,2.428E-01,3.637E+01,5.367E+02,2.306E-01,1.458E+01,5.647E+02,1.859E-01,9.053E+00,5.695E+02,1.092E-01,7.780E+00,5.703E+02,5.003E-02,7.536E+00,5.704E+02
kb2,2.231E-01,1.325E+01,5.605E+02,2.260E-01,6.148E+00,6.215E+02,2.313E-01,3.212E+00,6.572E+02,2.411E-01,1.784E+00,6.785E+02,2.630E-01,9.959E-01,6.914E+02
ku1,1.325E-01,7.977E+00,5.702E+02,1.885E-01,9.154E+00,5.694E+02,2.245E-01,1.264E+01,5.666E+02,2.392E-01,2.214E+01,5.562E+02,2.439E-01,4.977E+01,5.165E+02
ku2,2.587E-01,1.081E+00,6.900E+02,2.377E-01,2.095E+00,6.736E+02,2.287E-01,4.180E+00,6.443E+02,2.242E-01,9.308E+00,5.912E+02,2.218E-01,2.572E+01,4.899E+02
bcoop,2.216E-01,2.617E+01,4.877E+02,2.242E-01,9.474E+00,5.899E+02,2.289E-01,4.247E+00,6.440E+02,2.384E-01,2.124E+00,6.740E+02,2.604E-01,1.092E+00,6.911E+02
ucoop,2.232E-01,1.245E+01,5.663E+02,2.224E-01,1.750E+01,5.329E+02,2.217E-01,2.553E+01,4.906E+02,2.211E-01,3.922E+01,4.355E+02,2.206E-01,6.583E+01,3.588E+02
