,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,5.079E-01,6.990E+01,4.000E+02,7.669E-01,4.785E+01,5.993E+02,1.168E+00,3.455E+01,8.363E+02,1.816E+00,2.502E+01,1.127E+03,2.982E+00,1.729E+01,1.488E+03
gammam,3.578E+00,1.942E+01,8.318E+02,2.029E+00,2.753E+01,7.624E+02,1.166E+00,3.773E+01,6.743E+02,6.632E-01,5.238E+01,5.644E+02,3.729E-01,7.740E+01,4.276E+02
gammamRNA,2.921E+00,1.757E+01,1.473E+03,1.785E+00,2.533E+01,1.115E+03,1.150E+00,3.495E+01,8.268E+02,7.556E-01,4.844E+01,5.916E+02,5.007E-01,7.098E+01,3.934E+02
gammad,8.494E-01,3.024E+01,4.220E+03,8.430E-01,3.107E+01,3.116E+03,8.299E-01,3.290E+01,2.043E+03,8.040E-01,3.714E+01,1.185E+03,7.555E-01,4.856E+01,5.884E+02
alphaass,3.678E-01,7.826E+01,4.239E+02,6.554E-01,5.277E+01,5.619E+02,1.154E+00,3.794E+01,6.726E+02,2.013E+00,2.766E+01,7.612E+02,3.554E+00,1.951E+01,8.311E+02
alphadiss,4.093E+00,1.774E+01,8.448E+02,2.600E+00,2.376E+01,7.954E+02,1.693E+00,3.054E+01,7.358E+02,1.102E+00,3.894E+01,6.644E+02,7.131E-01,5.014E+01,5.797E+02
phi0,5.083E-01,6.985E+01,4.003E+02,7.664E-01,4.788E+01,5.989E+02,1.166E+00,3.460E+01,8.351E+02,1.809E+00,2.509E+01,1.125E+03,2.964E+00,1.737E+01,1.483E+03
f1,7.124E-01,5.693E+01,5.815E+02,7.127E-01,5.687E+01,5.816E+02,7.144E-01,5.651E+01,5.820E+02,7.240E-01,5.448E+01,5.845E+02,7.864E-01,4.345E+01,5.980E+02
f2,7.559E-01,4.843E+01,5.918E+02,7.559E-01,4.843E+01,5.918E+02,7.561E-01,4.840E+01,5.919E+02,7.571E-01,4.821E+01,5.921E+02,7.647E-01,4.692E+01,5.937E+02
f12,7.542E-01,9.437E+01,2.707E+02,7.545E-01,7.561E+01,3.477E+02,7.550E-01,6.382E+01,4.239E+02,7.554E-01,5.527E+01,5.036E+02,7.559E-01,4.863E+01,5.887E+02
kb1,7.329E-01,1.131E+02,5.298E+02,7.469E-01,6.116E+01,5.803E+02,7.752E-01,3.453E+01,6.036E+02,8.371E-01,1.925E+01,6.153E+02,9.989E-01,9.818E+00,6.212E+02
kb2,7.557E-01,5.142E+01,5.812E+02,7.609E-01,2.437E+01,6.872E+02,7.718E-01,1.283E+01,7.373E+02,7.960E-01,6.952E+00,7.618E+02,8.578E-01,3.671E+00,7.740E+02
ku1,9.961E-01,9.893E+00,6.212E+02,8.362E-01,1.936E+01,6.152E+02,7.748E-01,3.471E+01,6.035E+02,7.467E-01,6.146E+01,5.800E+02,7.328E-01,1.137E+02,5.292E+02
ku2,8.777E-01,3.260E+00,7.754E+02,8.106E-01,5.616E+00,7.670E+02,7.818E-01,9.345E+00,7.521E+02,7.675E-01,1.558E+01,7.253E+02,7.599E-01,2.678E+01,6.769E+02
bcoop,7.550E-01,6.062E+01,5.492E+02,7.588E-01,3.131E+01,6.598E+02,7.656E-01,1.800E+01,7.187E+02,7.782E-01,1.078E+01,7.515E+02,8.028E-01,6.515E+00,7.700E+02
ucoop,7.602E-01,2.675E+01,6.795E+02,7.579E-01,3.484E+01,6.450E+02,7.561E-01,4.649E+01,5.990E+02,7.548E-01,6.452E+01,5.365E+02,7.537E-01,9.681E+01,4.464E+02
