,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,9.920E-01,3.706E+01,2.133E+02,1.229E+00,2.555E+01,3.053E+02,1.538E+00,1.869E+01,4.065E+02,1.962E+00,1.386E+01,5.218E+02,2.620E+00,1.002E+01,6.545E+02
gammam,2.585E+00,1.022E+01,6.264E+02,1.899E+00,1.434E+01,5.189E+02,1.462E+00,1.960E+01,4.160E+02,1.147E+00,2.725E+01,3.178E+02,9.081E-01,4.056E+01,2.222E+02
gammamRNA,2.715E+00,9.642E+00,6.695E+02,2.002E+00,1.355E+01,5.313E+02,1.555E+00,1.842E+01,4.117E+02,1.234E+00,2.539E+01,3.072E+02,9.901E-01,3.720E+01,2.125E+02
gammad,2.259E+00,1.097E+01,1.149E+03,2.253E+00,1.104E+01,1.094E+03,2.239E+00,1.121E+01,9.830E+02,2.206E+00,1.162E+01,7.918E+02,2.132E+00,1.268E+01,5.379E+02
alphaass,1.205E+00,2.537E+01,3.378E+02,1.451E+00,1.979E+01,4.130E+02,1.766E+00,1.559E+01,4.909E+02,2.193E+00,1.221E+01,5.717E+02,2.849E+00,9.221E+00,6.549E+02
alphadiss,2.731E+00,9.641E+00,6.429E+02,2.060E+00,1.309E+01,5.491E+02,1.627E+00,1.719E+01,4.586E+02,1.310E+00,2.260E+01,3.717E+02,1.066E+00,3.049E+01,2.881E+02
phi0,9.706E-01,3.878E+01,2.040E+02,1.210E+00,2.618E+01,2.984E+02,1.523E+00,1.893E+01,4.020E+02,1.956E+00,1.391E+01,5.204E+02,2.637E+00,9.952E+00,6.572E+02
f1,1.697E+00,1.628E+01,5.596E+02,1.698E+00,1.628E+01,5.596E+02,1.702E+00,1.623E+01,5.596E+02,1.723E+00,1.601E+01,5.599E+02,1.856E+00,1.471E+01,5.612E+02
f2,2.142E+00,1.253E+01,5.633E+02,2.149E+00,1.248E+01,5.634E+02,2.172E+00,1.234E+01,5.635E+02,2.242E+00,1.191E+01,5.639E+02,2.486E+00,1.063E+01,5.651E+02
f12,1.975E+00,2.891E+01,2.469E+02,2.043E+00,1.842E+01,3.869E+02,2.138E+00,1.271E+01,5.559E+02,2.280E+00,9.013E+00,7.643E+02,2.534E+00,6.325E+00,1.023E+03
kb1,1.726E+00,6.339E+01,3.678E+02,1.801E+00,3.597E+01,4.509E+02,1.911E+00,2.214E+01,5.098E+02,2.084E+00,1.400E+01,5.542E+02,2.407E+00,8.675E+00,5.888E+02
kb2,1.275E+00,9.869E+00,5.664E+02,4.468E-01,8.998E+00,5.673E+02,1.366E-01,8.868E+00,5.675E+02,3.990E-02,8.849E+00,5.675E+02,1.149E-02,8.846E+00,5.675E+02
ku1,2.382E+00,8.911E+00,5.872E+02,2.075E+00,1.428E+01,5.526E+02,1.907E+00,2.249E+01,5.080E+02,1.799E+00,3.642E+01,4.492E+02,1.725E+00,6.399E+01,3.662E+02
ku2,2.459E+00,1.494E+01,5.602E+02,2.758E+00,2.003E+01,5.526E+02,2.938E+00,2.868E+01,5.371E+02,3.038E+00,4.368E+01,5.047E+02,3.089E+00,7.291E+01,4.351E+02
bcoop,1.892E+00,5.467E+01,3.798E+02,1.949E+00,3.046E+01,4.642E+02,2.032E+00,1.861E+01,5.237E+02,2.163E+00,1.184E+01,5.683E+02,2.402E+00,7.535E+00,6.026E+02
ucoop,2.405E+00,7.506E+00,6.028E+02,2.163E+00,1.183E+01,5.684E+02,2.032E+00,1.865E+01,5.235E+02,1.949E+00,3.063E+01,4.634E+02,1.892E+00,5.528E+01,3.780E+02
