,log10_var,log10_left_bound,log10_right_bound
beta,1.3096301674258988,1.2094362854042164,1.3907937577492842
gammam,-2.769551078621726,-2.852368659742043,-2.664070129338281
gammamRNA,0.6074550232146685,0.5264282014041828,0.7086580250421368
gammad,-3.2732727909734276,-3.3010299956639813,-2.5584350578743615
alphaass,-1.1518108830086013,-1.3671714009946987,-0.9853382163237643
alphadiss,2.949877704036875,2.784280521844442,3.0
phi0,-0.8632794328435933,-0.9654066712990517,-0.7795774270713225
f1,-1.578396073130169,-3.0,-0.0862328668542098
f2,-1.8728952016351923,-3.0,-0.1747214266994488
f12,0.9858753573083937,0.8885639472178568,1.1324480595724151
kb1,-1.8210230527068305,-2.1203726682304866,2.0
kb2,0.24303804868629444,-0.1021681498555084,2.0
ku1,-0.40120949323688493,-0.754067554299838,-0.09895357147462269
ku2,1.57287160220048,-2.0,1.9157169008905992
bcoop,0.5477747053878226,0.34917263789202335,0.7037220897028087
ucoop,1.0718820073061255,0.9096712258530908,1.268806059801158
