,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,5.745E-02,2.616E+01,3.476E+02,7.584E-02,1.396E+01,5.964E+02,1.032E-01,7.998E+00,9.261E+02,1.477E-01,4.584E+00,1.369E+03,2.347E-01,2.447E+00,1.963E+03
gammam,2.840E-01,1.977E+00,1.582E+03,1.938E-01,3.203E+00,1.354E+03,1.445E-01,4.815E+00,1.134E+03,1.125E-01,7.032E+00,9.281E+02,9.001E-02,1.020E+01,7.377E+02
gammamRNA,2.302E-01,2.509E+00,1.939E+03,1.455E-01,4.682E+00,1.350E+03,1.019E-01,8.171E+00,9.113E+02,7.495E-02,1.430E+01,5.849E+02,5.679E-02,2.698E+01,3.382E+02
gammad,8.031E-02,1.200E+01,8.407E+02,7.795E-02,1.288E+01,7.275E+02,7.431E-02,1.450E+01,5.854E+02,6.903E-02,1.771E+01,4.255E+02,6.197E-02,2.518E+01,2.636E+02
alphaass,5.596E-02,2.748E+01,3.484E+02,7.414E-02,1.461E+01,5.740E+02,1.012E-01,8.350E+00,8.379E+02,1.453E-01,4.776E+00,1.139E+03,2.311E-01,2.550E+00,1.468E+03
alphadiss,2.917E-01,1.914E+00,1.595E+03,1.930E-01,3.221E+00,1.351E+03,1.300E-01,5.623E+00,1.049E+03,8.862E-02,1.048E+01,7.244E+02,6.114E-02,2.207E+01,4.175E+02
phi0,5.715E-02,2.653E+01,3.433E+02,7.526E-02,1.418E+01,5.890E+02,1.021E-01,8.145E+00,9.134E+02,1.453E-01,4.691E+00,1.348E+03,2.286E-01,2.530E+00,1.931E+03
f1,7.127E-02,1.479E+01,5.711E+02,7.299E-02,1.474E+01,5.712E+02,7.886E-02,1.457E+01,5.713E+02,1.019E-01,1.405E+01,5.718E+02,2.370E-01,1.232E+01,5.732E+02
f2,3.819E-02,1.629E+01,5.698E+02,3.820E-02,1.629E+01,5.698E+02,3.827E-02,1.629E+01,5.698E+02,3.874E-02,1.625E+01,5.698E+02,4.221E-02,1.602E+01,5.701E+02
f12,7.267E-02,2.669E+01,3.368E+02,7.398E-02,1.424E+01,5.873E+02,7.569E-02,8.352E+00,9.208E+02,7.796E-02,5.081E+00,1.371E+03,8.108E-02,3.134E+00,1.980E+03
kb1,5.745E-01,1.045E+01,5.732E+02,2.183E-01,1.283E+01,5.722E+02,1.065E-01,1.417E+01,5.715E+02,6.040E-02,1.496E+01,5.711E+02,3.754E-02,1.544E+01,5.708E+02
kb2,5.561E-02,5.145E+01,4.234E+02,6.410E-02,2.441E+01,5.202E+02,7.843E-02,1.236E+01,5.862E+02,1.054E-01,6.252E+00,6.341E+02,1.675E-01,2.932E+00,6.697E+02
ku1,7.953E-03,1.607E+01,5.705E+02,1.504E-02,1.593E+01,5.706E+02,3.061E-02,1.559E+01,5.707E+02,7.296E-02,1.473E+01,5.712E+02,2.555E-01,1.249E+01,5.723E+02
ku2,1.690E-01,2.897E+00,6.701E+02,1.057E-01,6.220E+00,6.344E+02,7.843E-02,1.236E+01,5.862E+02,6.403E-02,2.453E+01,5.197E+02,5.552E-02,5.206E+01,4.217E+02
bcoop,7.187E-02,3.679E+01,4.681E+02,7.410E-02,1.373E+01,5.776E+02,7.777E-02,5.547E+00,6.454E+02,8.436E-02,2.265E+00,6.899E+02,9.869E-02,8.789E-01,7.197E+02
ucoop,1.022E-01,7.610E-01,7.230E+02,8.707E-02,1.771E+00,6.991E+02,7.990E-02,3.893E+00,6.653E+02,7.578E-02,8.490E+00,6.169E+02,7.321E-02,1.903E+01,5.459E+02
