,log10_var,log10_left_bound,log10_right_bound
beta,-0.9469215565165803,-1.1567145276792927,-0.6780003113668315
gammam,-1.493494967595128,-1.9142571153175822,-1.1055363139034249
gammamRNA,-2.374687549038326,-2.64337649281092,-2.1670651705330384
gammad,-1.6073030467403342,-3.3010299956639813,-1.2799287481068728
alphaass,-0.28819277095880896,-1.0605120481238774,0.0
alphadiss,2.0043213737826426,1.1588647354385047,2.7783059308812916
phi0,-1.5900668766687054,-1.7982360408603784,-1.3194251229542997
f1,-2.869666231504994,-3.0,2.0
f2,-0.9956786262173575,-3.0,1.1720927234184453
f12,1.7993405494535817,1.588432029213922,2.0
kb1,-0.3861581781239308,-0.7511771044210771,0.44806509118111537
kb2,-1.6439741428068773,-2.351120439429072,2.0
ku1,2.8549130223078554,2.02521597259704,3.0
ku2,0.3344537511509309,-0.919403244096151,1.0398864009928233
bcoop,0.09342168516223506,-0.2633618503616601,0.9095007387434932
ucoop,-1.1561445773768388,-1.3010299956639813,-0.8058052339550033
