,log10_var,log10_left_bound,log10_right_bound
beta,1.359835482339888,1.2646838915314342,1.6548796432356394
gammam,-0.21896306137886817,-0.5149914073844379,-0.12658801985965815
gammamRNA,-0.889410289700751,-1.1903342132395112,-0.7971539278989563
gammad,-3.2652001704111533,-3.3010299956639813,-1.0
alphaass,-1.0624821079826534,-1.249253250532984,-0.4689862429767181
alphadiss,1.591064607026499,0.99476422349669,1.7754370119663907
phi0,-1.6345120151091004,-1.7287393862137856,-1.3386439665372776
f1,1.421603926869831,-3.0,2.0
f2,1.9708116108725178,1.8785797548114067,2.0
f12,-1.6575773191777938,-3.0,2.0
kb1,-2.1687703061329366,-3.0,0.7664673801188673
kb2,-1.595166283380062,-1.779001945515874,-1.0018234104394073
ku1,1.8981764834976764,-1.036876318042078,3.0
ku2,0.5774917998372253,-0.01905659524228874,0.7620187916464991
bcoop,-0.2732727909734278,-1.3010299956639813,1.3010299956639813
ucoop,0.829303772831025,-1.3010299956639813,1.3010299956639813
