,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,1.340E-01,4.543E+01,4.241E+02,1.869E-01,2.650E+01,6.853E+02,2.671E-01,1.649E+01,1.011E+03,3.983E-01,1.025E+01,1.428E+03,6.509E-01,5.956E+00,1.965E+03
gammam,6.515E-01,5.953E+00,1.954E+03,3.991E-01,1.023E+01,1.425E+03,2.678E-01,1.644E+01,1.012E+03,1.875E-01,2.637E+01,6.879E+02,1.345E-01,4.506E+01,4.275E+02
gammamRNA,6.606E-01,5.863E+00,1.980E+03,4.022E-01,1.014E+01,1.439E+03,2.690E-01,1.634E+01,1.019E+03,1.879E-01,2.628E+01,6.902E+02,1.346E-01,4.504E+01,4.275E+02
gammad,1.601E-01,3.349E+01,5.567E+02,1.600E-01,3.366E+01,5.467E+02,1.599E-01,3.408E+01,5.237E+02,1.597E-01,3.515E+01,4.741E+02,1.592E-01,3.807E+01,3.803E+02
alphaass,1.345E-01,4.511E+01,4.271E+02,1.873E-01,2.641E+01,6.870E+02,2.674E-01,1.647E+01,1.011E+03,3.981E-01,1.026E+01,1.423E+03,6.490E-01,5.978E+00,1.950E+03
alphadiss,6.422E-01,6.046E+00,1.939E+03,3.941E-01,1.038E+01,1.412E+03,2.645E-01,1.669E+01,9.999E+02,1.851E-01,2.686E+01,6.771E+02,1.327E-01,4.624E+01,4.175E+02
phi0,1.337E-01,4.560E+01,4.228E+02,1.859E-01,2.669E+01,6.812E+02,2.648E-01,1.666E+01,1.003E+03,3.930E-01,1.041E+01,1.414E+03,6.362E-01,6.104E+00,1.941E+03
f1,1.599E-01,3.421E+01,5.479E+02,1.599E-01,3.421E+01,5.480E+02,1.599E-01,3.421E+01,5.480E+02,1.599E-01,3.419E+01,5.483E+02,1.599E-01,3.405E+01,5.503E+02
f2,1.558E-01,6.681E+01,2.931E+02,1.576E-01,4.653E+01,4.128E+02,1.597E-01,3.496E+01,5.373E+02,1.620E-01,2.722E+01,6.729E+02,1.646E-01,2.164E+01,8.229E+02
f12,1.601E-01,3.366E+01,5.102E+02,1.601E-01,3.366E+01,5.102E+02,1.601E-01,3.366E+01,5.104E+02,1.601E-01,3.365E+01,5.117E+02,1.601E-01,3.361E+01,5.205E+02
kb1,1.604E-01,3.230E+01,5.619E+02,1.612E-01,2.942E+01,5.671E+02,1.636E-01,2.350E+01,5.747E+02,1.707E-01,1.445E+01,5.817E+02,1.949E-01,5.627E+00,5.859E+02
kb2,1.558E-01,5.410E+01,4.901E+02,1.641E-01,2.380E+01,6.010E+02,1.770E-01,1.117E+01,6.744E+02,1.992E-01,5.242E+00,7.262E+02,2.453E-01,2.302E+00,7.636E+02
ku1,1.763E-01,1.086E+01,5.836E+02,1.628E-01,2.532E+01,5.727E+02,1.604E-01,3.205E+01,5.624E+02,1.600E-01,3.377E+01,5.587E+02,1.599E-01,3.412E+01,5.578E+02
ku2,2.467E-01,2.262E+00,7.642E+02,1.997E-01,5.178E+00,7.269E+02,1.772E-01,1.107E+01,6.752E+02,1.642E-01,2.364E+01,6.018E+02,1.558E-01,5.383E+01,4.909E+02
bcoop,1.601E-01,3.342E+01,5.595E+02,1.601E-01,3.311E+01,5.605E+02,1.601E-01,3.230E+01,5.624E+02,1.601E-01,3.042E+01,5.652E+02,1.601E-01,2.668E+01,5.679E+02
ucoop,1.601E-01,3.350E+01,5.592E+02,1.601E-01,3.357E+01,5.590E+02,1.601E-01,3.359E+01,5.589E+02,1.601E-01,3.360E+01,5.589E+02,1.601E-01,3.360E+01,5.589E+02
