,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,2.123E+00,5.174E+01,2.661E+02,2.369E+00,3.462E+01,3.618E+02,2.682E+00,2.456E+01,4.578E+02,3.111E+00,1.767E+01,5.588E+02,3.790E+00,1.241E+01,6.670E+02
gammam,3.568E+00,1.387E+01,6.156E+02,2.859E+00,2.040E+01,5.505E+02,2.410E+00,2.923E+01,4.794E+02,2.084E+00,4.241E+01,4.006E+02,1.829E+00,6.535E+01,3.093E+02
gammamRNA,3.873E+00,1.199E+01,6.768E+02,3.153E+00,1.721E+01,5.671E+02,2.708E+00,2.399E+01,4.649E+02,2.386E+00,3.383E+01,3.678E+02,2.135E+00,5.044E+01,2.717E+02
gammad,3.585E+00,1.220E+01,9.493E+02,3.431E+00,1.389E+01,7.351E+02,3.269E+00,1.646E+01,5.491E+02,3.101E+00,2.073E+01,3.883E+02,2.929E+00,2.930E+01,2.472E+02
alphaass,1.844E+00,6.337E+01,3.157E+02,2.102E+00,4.135E+01,4.060E+02,2.435E+00,2.853E+01,4.843E+02,2.896E+00,1.990E+01,5.551E+02,3.637E+00,1.346E+01,6.200E+02
alphadiss,3.631E+00,1.349E+01,6.196E+02,2.890E+00,1.998E+01,5.543E+02,2.429E+00,2.871E+01,4.830E+02,2.096E+00,4.173E+01,4.041E+02,1.837E+00,6.426E+01,3.128E+02
phi0,2.138E+00,5.016E+01,2.728E+02,2.390E+00,3.367E+01,3.691E+02,2.713E+00,2.387E+01,4.663E+02,3.161E+00,1.712E+01,5.688E+02,3.890E+00,1.191E+01,6.788E+02
f1,3.276E+00,1.578E+01,5.969E+02,3.377E+00,1.542E+01,5.971E+02,3.547E+00,1.485E+01,5.974E+02,3.857E+00,1.392E+01,5.979E+02,4.501E+00,1.230E+01,5.986E+02
f2,2.732E+00,1.805E+01,5.955E+02,2.734E+00,1.804E+01,5.955E+02,2.745E+00,1.799E+01,5.955E+02,2.797E+00,1.775E+01,5.957E+02,3.071E+00,1.656E+01,5.964E+02
f12,2.737E+00,4.981E+01,2.677E+02,2.873E+00,3.201E+01,3.751E+02,3.056E+00,2.204E+01,4.843E+02,3.325E+00,1.546E+01,6.009E+02,3.789E+00,1.063E+01,7.275E+02
kb1,1.914E+00,1.740E+01,5.966E+02,7.577E-01,1.872E+01,5.963E+02,3.284E-01,1.910E+01,5.962E+02,1.491E-01,1.921E+01,5.962E+02,7.026E-02,1.924E+01,5.962E+02
kb2,2.504E+00,7.098E+01,3.655E+02,2.641E+00,4.388E+01,4.508E+02,2.830E+00,2.884E+01,5.174E+02,3.110E+00,1.925E+01,5.726E+02,3.598E+00,1.254E+01,6.195E+02
ku1,3.061E+00,1.596E+01,5.969E+02,3.525E+00,1.538E+01,5.970E+02,4.108E+00,1.465E+01,5.971E+02,4.878E+00,1.371E+01,5.972E+02,6.010E+00,1.237E+01,5.974E+02
ku2,3.640E+00,1.220E+01,6.221E+02,3.128E+00,1.887E+01,5.750E+02,2.839E+00,2.840E+01,5.196E+02,2.645E+00,4.337E+01,4.528E+02,2.506E+00,7.036E+01,3.671E+02
bcoop,2.613E+00,7.120E+01,3.616E+02,2.738E+00,4.311E+01,4.508E+02,2.911E+00,2.797E+01,5.197E+02,3.168E+00,1.851E+01,5.766E+02,3.617E+00,1.203E+01,6.248E+02
ucoop,3.656E+00,1.169E+01,6.274E+02,3.191E+00,1.799E+01,5.802E+02,2.927E+00,2.706E+01,5.246E+02,2.751E+00,4.141E+01,4.575E+02,2.624E+00,6.736E+01,3.718E+02
