,log10_var,log10_left_bound,log10_right_bound
beta,1.6263403673750423,1.5732201471498222,1.8209204324296673
gammam,-1.4522252946121774,-1.6729041100288002,-1.3642975912274555
gammamRNA,0.49692964807321494,0.30227633758476447,0.548022730690779
gammad,-2.744727494896694,-3.3010299956639813,-2.6186436720232997
alphaass,-1.5100415205751654,-1.6899481497389717,-1.0646972439992868
alphadiss,-0.8446639625349381,-1.2950955172395506,-0.668199893942026
phi0,-0.619788758288394,-0.6763989849992215,-0.4268061132579408
f1,-2.1337126609158052,-3.0,-1.4030466534687733
f2,1.5490032620257879,-3.0,2.0
f12,0.3654879848908996,0.3096156257667343,0.7006906442394456
kb1,0.5820633629117087,-0.08607540888139327,2.0
kb2,-1.6252516539898962,-1.703118259525625,-1.3880525711604794
ku1,-1.856985199745905,-2.0,-1.1882011048590178
ku2,-0.44977164694490596,-0.6889670373577037,-0.3722865415936044
bcoop,-0.9172146296835499,-0.9921785683516029,-0.57494641600688
ucoop,0.6473829701146199,0.3010830094000638,0.7214289222276334
