,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,3.098E-01,2.731E+01,3.091E+02,3.709E-01,1.505E+01,5.296E+02,4.502E-01,9.092E+00,8.173E+02,5.608E-01,5.648E+00,1.199E+03,7.407E-01,3.431E+00,1.706E+03
gammam,7.439E-01,3.462E+00,1.307E+03,5.613E-01,5.716E+00,1.024E+03,4.493E-01,9.216E+00,7.614E+02,3.691E-01,1.525E+01,5.278E+02,3.073E-01,2.749E+01,3.248E+02
gammamRNA,7.347E-01,3.476E+00,1.692E+03,5.600E-01,5.664E+00,1.197E+03,4.514E-01,9.039E+00,8.214E+02,3.731E-01,1.481E+01,5.373E+02,3.125E-01,2.641E+01,3.187E+02
gammad,3.805E-01,1.323E+01,8.386E+02,3.802E-01,1.337E+01,7.775E+02,3.795E-01,1.373E+01,6.615E+02,3.779E-01,1.466E+01,4.837E+02,3.740E-01,1.751E+01,2.773E+02
alphaass,3.059E-01,2.799E+01,3.198E+02,3.668E-01,1.551E+01,5.208E+02,4.458E-01,9.386E+00,7.520E+02,5.554E-01,5.835E+00,1.012E+03,7.319E-01,3.554E+00,1.293E+03
alphadiss,7.354E-01,3.527E+00,1.297E+03,5.578E-01,5.787E+00,1.017E+03,4.476E-01,9.298E+00,7.568E+02,3.682E-01,1.534E+01,5.253E+02,3.071E-01,2.759E+01,3.238E+02
phi0,3.127E-01,2.635E+01,3.194E+02,3.733E-01,1.478E+01,5.383E+02,4.518E-01,9.019E+00,8.229E+02,5.607E-01,5.651E+00,1.199E+03,7.360E-01,3.466E+00,1.695E+03
f1,3.786E-01,1.419E+01,5.578E+02,3.854E-01,1.407E+01,5.579E+02,4.033E-01,1.378E+01,5.581E+02,4.547E-01,1.305E+01,5.588E+02,6.436E-01,1.112E+01,5.604E+02
f2,3.780E-01,1.420E+01,5.578E+02,3.781E-01,1.420E+01,5.578E+02,3.786E-01,1.419E+01,5.578E+02,3.821E-01,1.413E+01,5.578E+02,4.078E-01,1.371E+01,5.582E+02
f12,3.700E-01,2.313E+01,3.594E+02,3.833E-01,1.171E+01,6.600E+02,4.029E-01,6.524E+00,1.084E+03,4.346E-01,3.741E+00,1.686E+03,4.951E-01,2.106E+00,2.536E+03
kb1,8.512E+00,3.421E+01,4.936E+02,5.739E+00,1.802E+01,5.403E+02,2.779E+00,1.502E+01,5.530E+02,1.226E+00,1.438E+01,5.566E+02,5.330E-01,1.422E+01,5.576E+02
kb2,3.595E-01,4.572E+01,4.231E+02,3.710E-01,2.034E+01,5.226E+02,3.888E-01,9.897E+00,5.880E+02,4.190E-01,4.968E+00,6.337E+02,4.799E-01,2.453E+00,6.664E+02
ku1,3.054E-02,1.415E+01,5.580E+02,1.081E-01,1.416E+01,5.580E+02,3.862E-01,1.419E+01,5.578E+02,1.381E+00,1.443E+01,5.563E+02,4.632E+00,1.647E+01,5.463E+02
ku2,5.030E-01,2.079E+00,6.722E+02,4.410E-01,3.607E+00,6.501E+02,4.083E-01,6.068E+00,6.219E+02,3.878E-01,1.022E+01,5.855E+02,3.739E-01,1.753E+01,5.378E+02
bcoop,3.873E-01,1.036E+01,5.845E+02,4.028E-01,6.802E+00,6.147E+02,4.250E-01,4.482E+00,6.393E+02,4.592E-01,2.930E+00,6.594E+02,5.216E-01,1.849E+00,6.760E+02
ucoop,4.125E-01,5.562E+00,6.272E+02,3.903E-01,9.437E+00,5.917E+02,3.755E-01,1.628E+01,5.450E+02,3.651E-01,2.917E+01,4.819E+02,3.576E-01,5.687E+01,3.912E+02
