,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,4.976E-01,5.534E+01,3.004E+02,6.390E-01,3.548E+01,4.329E+02,8.411E-01,2.407E+01,5.751E+02,1.153E+00,1.632E+01,7.346E+02,1.718E+00,1.042E+01,9.162E+02
gammam,1.618E+00,1.121E+01,8.548E+02,1.117E+00,1.704E+01,7.024E+02,8.263E-01,2.468E+01,5.629E+02,6.341E-01,3.575E+01,4.340E+02,4.979E-01,5.443E+01,3.107E+02
gammamRNA,1.648E+00,1.090E+01,8.990E+02,1.134E+00,1.665E+01,7.261E+02,8.385E-01,2.417E+01,5.735E+02,6.437E-01,3.508E+01,4.367E+02,5.058E-01,5.349E+01,3.093E+02
gammad,7.641E-01,2.590E+01,6.491E+02,7.635E-01,2.604E+01,6.372E+02,7.622E-01,2.637E+01,6.098E+02,7.590E-01,2.720E+01,5.514E+02,7.516E-01,2.942E+01,4.427E+02
alphaass,4.985E-01,5.430E+01,3.113E+02,6.377E-01,3.545E+01,4.368E+02,8.354E-01,2.433E+01,5.681E+02,1.137E+00,1.667E+01,7.106E+02,1.672E+00,1.082E+01,8.666E+02
alphadiss,1.695E+00,1.066E+01,8.716E+02,1.141E+00,1.661E+01,7.119E+02,8.320E-01,2.446E+01,5.662E+02,6.316E-01,3.597E+01,4.320E+02,4.915E-01,5.592E+01,3.037E+02
phi0,5.064E-01,5.335E+01,3.100E+02,6.455E-01,3.493E+01,4.381E+02,8.423E-01,2.403E+01,5.758E+02,1.142E+00,1.651E+01,7.296E+02,1.668E+00,1.076E+01,9.040E+02
f1,3.762E-01,3.769E+01,5.119E+02,3.784E-01,3.759E+01,5.120E+02,3.860E-01,3.722E+01,5.124E+02,4.153E-01,3.591E+01,5.136E+02,5.652E-01,3.123E+01,5.178E+02
f2,4.283E-01,3.538E+01,5.141E+02,4.284E-01,3.538E+01,5.141E+02,4.295E-01,3.533E+01,5.141E+02,4.373E-01,3.503E+01,5.144E+02,4.987E-01,3.299E+01,5.163E+02
f12,7.448E-01,3.611E+01,4.155E+02,7.775E-01,1.988E+01,6.845E+02,8.237E-01,1.179E+01,1.025E+03,8.946E-01,7.112E+00,1.464E+03,1.023E+00,4.180E+00,2.034E+03
kb1,1.133E+00,2.035E+01,5.223E+02,7.998E-01,2.701E+01,5.210E+02,6.143E-01,2.969E+01,5.205E+02,5.037E-01,3.078E+01,5.202E+02,4.411E-01,3.122E+01,5.201E+02
kb2,6.168E-01,7.570E+01,3.804E+02,6.783E-01,4.346E+01,4.648E+02,7.694E-01,2.622E+01,5.270E+02,9.180E-01,1.570E+01,5.764E+02,1.212E+00,8.774E+00,6.167E+02
ku1,3.926E-01,3.149E+01,5.201E+02,4.161E-01,3.137E+01,5.201E+02,4.822E-01,3.094E+01,5.202E+02,6.354E-01,2.944E+01,5.205E+02,9.600E-01,2.400E+01,5.216E+02
ku2,1.190E+00,9.064E+00,6.149E+02,9.095E-01,1.607E+01,5.744E+02,7.651E-01,2.672E+01,5.249E+02,6.759E-01,4.420E+01,4.625E+02,6.154E-01,7.696E+01,3.776E+02
bcoop,7.207E-01,6.034E+01,4.126E+02,7.510E-01,3.075E+01,5.081E+02,7.953E-01,1.665E+01,5.764E+02,8.656E-01,9.079E+00,6.286E+02,9.994E-01,4.773E+00,6.696E+02
ucoop,9.923E-01,4.894E+00,6.683E+02,8.634E-01,9.215E+00,6.275E+02,7.946E-01,1.677E+01,5.757E+02,7.510E-01,3.076E+01,5.080E+02,7.210E-01,5.982E+01,4.140E+02
