,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,3.018E+00,2.875E+01,4.921E+02,3.316E+00,2.370E+01,5.595E+02,3.690E+00,1.948E+01,6.302E+02,4.191E+00,1.581E+01,7.044E+02,4.963E+00,1.239E+01,7.827E+02
gammam,4.395E+00,1.504E+01,6.626E+02,3.492E+00,2.167E+01,5.779E+02,2.930E+00,3.023E+01,4.908E+02,2.522E+00,4.261E+01,4.005E+02,2.205E+00,6.350E+01,3.029E+02
gammamRNA,4.398E+00,1.470E+01,7.292E+02,3.555E+00,2.081E+01,6.064E+02,3.022E+00,2.866E+01,4.930E+02,2.632E+00,3.999E+01,3.865E+02,2.326E+00,5.918E+01,2.815E+02
gammad,3.403E+00,1.980E+01,1.034E+03,3.353E+00,2.107E+01,8.362E+02,3.281E+00,2.321E+01,6.385E+02,3.184E+00,2.712E+01,4.517E+02,3.057E+00,3.567E+01,2.814E+02
alphaass,2.207E+00,6.324E+01,3.039E+02,2.524E+00,4.254E+01,4.009E+02,2.930E+00,3.023E+01,4.908E+02,3.489E+00,2.170E+01,5.775E+02,4.385E+00,1.509E+01,6.619E+02
alphadiss,4.347E+00,1.529E+01,6.592E+02,3.471E+00,2.190E+01,5.752E+02,2.919E+00,3.046E+01,4.889E+02,2.517E+00,4.282E+01,3.992E+02,2.203E+00,6.365E+01,3.024E+02
phi0,2.312E+00,6.054E+01,2.761E+02,2.623E+00,4.037E+01,3.837E+02,3.020E+00,2.871E+01,4.925E+02,3.566E+00,2.069E+01,6.084E+02,4.444E+00,1.447E+01,7.343E+02
f1,2.922E+00,2.676E+01,5.411E+02,2.939E+00,2.665E+01,5.412E+02,2.989E+00,2.632E+01,5.414E+02,3.143E+00,2.539E+01,5.421E+02,3.687E+00,2.260E+01,5.441E+02
f2,2.542E+00,2.955E+01,5.390E+02,2.567E+00,2.935E+01,5.391E+02,2.633E+00,2.882E+01,5.395E+02,2.816E+00,2.747E+01,5.406E+02,3.417E+00,2.390E+01,5.432E+02
f12,2.956E+00,5.058E+01,3.116E+02,3.095E+00,3.304E+01,4.390E+02,3.285E+00,2.296E+01,5.740E+02,3.562E+00,1.624E+01,7.223E+02,4.039E+00,1.125E+01,8.878E+02
kb1,2.984E+00,7.138E+01,3.855E+02,3.077E+00,4.184E+01,4.721E+02,3.211E+00,2.655E+01,5.344E+02,3.415E+00,1.738E+01,5.823E+02,3.782E+00,1.132E+01,6.202E+02
kb2,3.484E+00,3.406E+01,5.019E+02,2.773E+00,1.741E+01,5.829E+02,1.962E+00,1.250E+01,6.165E+02,1.312E+00,1.078E+01,6.311E+02,8.827E-01,1.011E+01,6.375E+02
ku1,3.783E+00,1.131E+01,6.203E+02,3.416E+00,1.737E+01,5.824E+02,3.211E+00,2.654E+01,5.345E+02,3.077E+00,4.184E+01,4.721E+02,2.984E+00,7.139E+01,3.855E+02
ku2,5.018E-01,9.735E+00,6.413E+02,7.674E-01,9.974E+00,6.389E+02,1.292E+00,1.074E+01,6.314E+02,2.203E+00,1.348E+01,6.090E+02,3.263E+00,2.558E+01,5.390E+02
bcoop,2.810E+00,7.873E+01,3.679E+02,2.937E+00,4.774E+01,4.518E+02,3.114E+00,3.090E+01,5.148E+02,3.377E+00,2.037E+01,5.656E+02,3.838E+00,1.317E+01,6.078E+02
ucoop,3.896E+00,1.264E+01,6.111E+02,3.415E+00,1.944E+01,5.706E+02,3.143E+00,2.921E+01,5.222E+02,2.961E+00,4.445E+01,4.628E+02,2.830E+00,7.124E+01,3.855E+02
