,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,3.187E+00,7.724E+01,2.761E+02,3.557E+00,5.393E+01,3.542E+02,4.035E+00,3.962E+01,4.252E+02,4.695E+00,2.933E+01,4.941E+02,5.734E+00,2.112E+01,5.628E+02
gammam,5.119E+00,2.371E+01,5.719E+02,3.856E+00,3.512E+01,5.285E+02,3.109E+00,4.950E+01,4.794E+02,2.595E+00,6.937E+01,4.223E+02,2.213E+00,1.007E+02,3.513E+02
gammamRNA,6.053E+00,1.950E+01,5.774E+02,4.871E+00,2.747E+01,5.086E+02,4.154E+00,3.721E+01,4.398E+02,3.646E+00,5.045E+01,3.694E+02,3.257E+00,7.110E+01,2.935E+02
gammad,6.893E+00,1.589E+01,6.299E+02,6.002E+00,2.090E+01,5.338E+02,5.414E+00,2.730E+01,4.411E+02,4.968E+00,3.665E+01,3.503E+02,4.606E+00,5.296E+01,2.570E+02
alphaass,2.209E+00,1.012E+02,3.503E+02,2.594E+00,6.942E+01,4.222E+02,3.113E+00,4.939E+01,4.797E+02,3.870E+00,3.494E+01,5.292E+02,5.162E+00,2.346E+01,5.729E+02
alphadiss,5.070E+00,2.401E+01,5.707E+02,3.843E+00,3.530E+01,5.279E+02,3.109E+00,4.951E+01,4.794E+02,2.600E+00,6.910E+01,4.230E+02,2.220E+00,9.982E+01,3.530E+02
phi0,3.168E+00,7.913E+01,2.712E+02,3.562E+00,5.370E+01,3.552E+02,4.081E+00,3.864E+01,4.310E+02,4.822E+00,2.796E+01,5.047E+02,6.074E+00,1.941E+01,5.783E+02
f1,1.421E+00,4.103E+01,5.813E+02,1.451E+00,4.061E+01,5.816E+02,1.525E+00,3.963E+01,5.823E+02,1.724E+00,3.731E+01,5.839E+02,2.399E+00,3.164E+01,5.876E+02
f2,5.498E+00,1.978E+01,5.938E+02,5.498E+00,1.978E+01,5.938E+02,5.502E+00,1.977E+01,5.939E+02,5.527E+00,1.971E+01,5.939E+02,5.707E+00,1.930E+01,5.940E+02
f12,4.441E+00,6.555E+01,2.916E+02,4.710E+00,4.638E+01,3.685E+02,5.059E+00,3.426E+01,4.406E+02,5.547E+00,2.555E+01,5.114E+02,6.325E+00,1.868E+01,5.825E+02
kb1,6.319E+00,1.778E+01,5.946E+02,4.803E+00,1.906E+01,5.944E+02,4.057E+00,1.962E+01,5.943E+02,3.672E+00,1.988E+01,5.943E+02,3.474E+00,2.001E+01,5.943E+02
kb2,4.168E+00,8.194E+01,3.332E+02,4.439E+00,5.534E+01,4.102E+02,4.797E+00,3.932E+01,4.738E+02,5.305E+00,2.824E+01,5.299E+02,6.135E+00,1.982E+01,5.806E+02
ku1,3.434E+00,2.004E+01,5.943E+02,3.609E+00,1.993E+01,5.943E+02,3.966E+00,1.969E+01,5.943E+02,4.685E+00,1.915E+01,5.944E+02,6.203E+00,1.789E+01,5.946E+02
ku2,6.044E+00,2.045E+01,5.765E+02,5.248E+00,2.913E+01,5.249E+02,4.755E+00,4.068E+01,4.677E+02,4.405E+00,5.763E+01,4.023E+02,4.139E+00,8.662E+01,3.222E+02
bcoop,4.221E+00,8.414E+01,3.269E+02,4.488E+00,5.603E+01,4.068E+02,4.840E+00,3.948E+01,4.722E+02,5.342E+00,2.817E+01,5.296E+02,6.168E+00,1.966E+01,5.814E+02
ucoop,6.203E+00,1.942E+01,5.829E+02,5.380E+00,2.758E+01,5.329E+02,4.879E+00,3.825E+01,4.778E+02,4.526E+00,5.354E+01,4.155E+02,4.259E+00,7.840E+01,3.409E+02
