,log10_var,log10_left_bound,log10_right_bound
beta,0.12710479836480765,-0.034920762448136675,0.4740558857459334
gammam,-0.002176919254274547,-0.3505567499268735,0.0
gammamRNA,-0.9746941347352298,-1.318837904809517,-0.8088506820133257
gammad,-2.5816987086802548,-3.3010299956639813,-1.9051518000845986
alphaass,-1.5543957967264024,-1.8990427976958255,-0.8591679892061951
alphadiss,-1.8386319977650252,-3.0,-1.4464381932586803
phi0,-1.337242168318426,-1.5003427284588131,-0.9948727100686565
f1,-1.8632794328435933,-3.0,0.01931474390343116
f2,1.9258275746247424,-3.0,2.0
f12,1.649334858712142,1.4813413140125824,2.0
kb1,1.4899584794248346,0.7138621406961279,2.0
kb2,-1.2848326421515421,-1.5896768405191395,-0.9223462275391161
ku1,-0.42596873227228116,-2.0,0.3535729812232672
ku2,-0.6161846340195687,-0.9810578262214402,-0.3089501973401718
bcoop,-0.27245874297144357,-0.5818336900703709,0.3821371580624343
ucoop,1.1172712956557642,0.46074028102013015,1.3010299956639813
