,log10_var,log10_left_bound,log10_right_bound
beta,-0.9100948885606021,-1.0420755856489667,-0.7904070745772649
gammam,-2.515700160653214,-2.6329915279950136,-2.373209331241216
gammamRNA,-0.8728952016351923,-0.9933757468550739,-0.7448652562109117
gammad,-3.243363891754152,-3.3010299956639813,-2.432773423053921
alphaass,-1.1243600629958317,-1.4014180118135569,-0.882798330711571
alphadiss,2.326335860928751,2.0844661172439984,2.607906419056187
phi0,-0.7099653886374819,-0.8435041277043049,-0.5930732233985916
f1,0.00860017176191757,-3.0,0.2847513198183704
f2,-1.9507819773298183,-3.0,0.7538060755102234
f12,1.5010592622177514,1.3647967259592062,1.8167951978455805
kb1,0.3222192947339193,-0.440204078569275,1.262694026006117
kb2,-2.453457336521869,-2.730998532819357,2.0
ku1,0.8426092396105621,-0.09844987389332518,1.6052805826388594
ku2,-1.1426675035687315,-1.6014743473620272,-0.8635229159259166
bcoop,-0.12205304837081175,-0.3661381194901008,0.2031436628637015
ucoop,0.6748611407378116,0.34683233879610775,0.9243502938724573
