,log10_var,log10_left_bound,log10_right_bound
beta,0.9041743682841635,0.787893949241536,1.1015388047834949
gammam,-0.15552282425431854,-0.35274731593199765,-0.043740794321527096
gammamRNA,-1.324221658325915,-1.5173289281672644,-1.21073427266547
gammad,-1.1958605676646494,-3.3010299956639813,-1.0
alphaass,-1.9956786262173574,-2.0,-1.6019998347174491
alphadiss,2.6334684555795866,2.2401159218159727,2.8654141985331294
phi0,-0.28483264215154214,-0.40208041075446405,-0.0865869805695659
f1,-0.8632794328435933,-3.0,2.0
f2,1.2201080880400552,-3.0,1.6009146856767469
f12,1.6748611407378116,1.487684083344989,2.0
kb1,-1.0338582672609673,-1.3986697215777801,0.9304464507019441
kb2,-1.1726307269461749,-1.754390866609795,-0.766757069495053
ku1,2.27415784926368,0.30821219789337406,2.639914245533154
ku2,0.5820633629117087,0.1710513236982238,1.1629348597122162
bcoop,0.24551266781414982,-0.10789649551971996,1.3010299956639813
ucoop,-0.8728952016351923,-1.3010299956639813,-0.5204815466042717
