,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,1.534E+00,5.246E+01,2.881E+02,1.737E+00,3.407E+01,4.112E+02,1.998E+00,2.361E+01,5.414E+02,2.361E+00,1.658E+01,6.851E+02,2.941E+00,1.132E+01,8.461E+02
gammam,2.928E+00,1.161E+01,7.622E+02,2.325E+00,1.722E+01,6.467E+02,1.952E+00,2.479E+01,5.322E+02,1.685E+00,3.613E+01,4.183E+02,1.479E+00,5.620E+01,3.011E+02
gammamRNA,3.003E+00,1.096E+01,8.592E+02,2.400E+00,1.606E+01,6.986E+02,2.029E+00,2.278E+01,5.552E+02,1.763E+00,3.262E+01,4.254E+02,1.557E+00,4.935E+01,3.036E+02
gammad,2.141E+00,1.769E+01,1.336E+03,2.139E+00,1.778E+01,1.289E+03,2.134E+00,1.802E+01,1.190E+03,2.122E+00,1.862E+01,1.003E+03,2.093E+00,2.022E+01,7.209E+02
alphaass,1.485E+00,5.520E+01,3.054E+02,1.693E+00,3.566E+01,4.220E+02,1.962E+00,2.451E+01,5.357E+02,2.338E+00,1.704E+01,6.499E+02,2.950E+00,1.147E+01,7.652E+02
alphadiss,2.946E+00,1.150E+01,7.647E+02,2.338E+00,1.705E+01,6.498E+02,1.963E+00,2.449E+01,5.359E+02,1.694E+00,3.558E+01,4.226E+02,1.487E+00,5.496E+01,3.065E+02
phi0,1.532E+00,5.268E+01,2.871E+02,1.737E+00,3.407E+01,4.113E+02,2.001E+00,2.353E+01,5.426E+02,2.369E+00,1.647E+01,6.878E+02,2.962E+00,1.119E+01,8.507E+02
f1,1.548E+00,2.587E+01,5.698E+02,1.618E+00,2.520E+01,5.703E+02,1.751E+00,2.405E+01,5.712E+02,2.028E+00,2.204E+01,5.728E+02,2.728E+00,1.836E+01,5.754E+02
f2,2.070E+00,2.177E+01,5.730E+02,2.070E+00,2.177E+01,5.730E+02,2.070E+00,2.177E+01,5.730E+02,2.073E+00,2.175E+01,5.730E+02,2.092E+00,2.163E+01,5.731E+02
f12,1.909E+00,4.403E+01,3.258E+02,2.002E+00,2.752E+01,4.788E+02,2.131E+00,1.837E+01,6.488E+02,2.323E+00,1.247E+01,8.440E+02,2.662E+00,8.256E+00,1.070E+03
kb1,4.764E+00,1.999E+01,5.730E+02,2.653E+00,2.143E+01,5.730E+02,1.587E+00,2.202E+01,5.730E+02,9.957E-01,2.228E+01,5.730E+02,6.530E-01,2.240E+01,5.730E+02
kb2,1.811E+00,7.304E+01,3.980E+02,1.895E+00,4.214E+01,4.869E+02,2.013E+00,2.589E+01,5.526E+02,2.195E+00,1.615E+01,6.044E+02,2.524E+00,9.818E+00,6.465E+02
ku1,5.478E-01,2.243E+01,5.730E+02,8.511E-01,2.234E+01,5.730E+02,1.396E+00,2.211E+01,5.730E+02,2.418E+00,2.157E+01,5.730E+02,4.529E+00,2.016E+01,5.730E+02
ku2,2.548E+00,9.560E+00,6.484E+02,2.206E+00,1.579E+01,6.067E+02,2.020E+00,2.533E+01,5.552E+02,1.899E+00,4.120E+01,4.902E+02,1.814E+00,7.116E+01,4.025E+02
bcoop,1.810E+00,7.347E+01,3.969E+02,1.894E+00,4.225E+01,4.865E+02,2.013E+00,2.591E+01,5.525E+02,2.195E+00,1.613E+01,6.046E+02,2.527E+00,9.783E+00,6.468E+02
ucoop,2.543E+00,9.610E+00,6.481E+02,2.204E+00,1.586E+01,6.062E+02,2.018E+00,2.545E+01,5.547E+02,1.898E+00,4.141E+01,4.894E+02,1.813E+00,7.161E+01,4.014E+02
