,log10_var,log10_left_bound,log10_right_bound
beta,1.3673559210260189,1.2588376149773288,1.3812587594053471
gammam,-0.3268868957617663,-0.3399392058410546,-0.20685811372424273
gammamRNA,0.5854607295085007,0.5749564500275187,0.6988113112835201
gammad,-1.291154361951821,-3.3010299956639813,-1.0
alphaass,-1.1359044265757525,-1.2607932399222257,-1.1225930465768181
alphadiss,1.7960884286806686,1.7820373883622682,1.9230634772182544
phi0,0.15503222879097026,0.04138795110082143,0.16493419485982608
fm,-2.944621668625,-3.0,-1.21110684534729
fd,1.7561033715851055,1.6399875666147663,1.7675360260420536
Km,-0.6118987984294834,-0.62505334237863,-0.45426553871753816
Kd,-0.6671577330056484,-0.7895422967501478,-0.6534844193347334
kbm,-2.444421927227045,-3.0,-2.1275832546805855
kbd,0.9777236052888477,-1.1160195814794032,2.0
