,log10_var,log10_left_bound,log10_right_bound
beta,1.0236639181977936,1.0207111214026785,1.036033261883534
gammam,-0.5041782466140943,-0.5188022022003398,-0.5002393540624217
gammamRNA,0.5217916496391234,0.5045954013498698,0.5255276523763177
gammad,-1.978810700930062,-3.3010299956639813,-1.0
alphaass,-1.6413039004261896,-1.6441062137041098,-1.6188641986625503
alphadiss,2.5532760461370994,2.5342951221512795,2.556766077026653
phi0,-0.5350635708782673,-0.5379247748413956,-0.5200727156939091
fm,-1.1614657294881314,-3.0,-0.8558162107192593
fd,1.2960066693136723,1.2918113503006707,1.3152564869496266
Km,-0.5767541260631921,-0.600586749532641,-0.5722846396119585
Kd,1.9935244031670656,1.9896213150795816,2.0131188914173874
kbm,-2.3872161432802645,-3.0,-2.365794189455654
kbd,1.6031443726201824,1.5536965326799268,2.0
