,log10_var,log10_left_bound,log10_right_bound
beta,1.9304905653062696,1.8882684986867684,1.963016651718441
gammam,-0.0896424427271224,-0.12090604929938964,-0.04762254769878378
gammamRNA,0.8428587624452936,0.8090836366034893,0.8870547355075548
gammad,-3.254144804826271,-3.3010299956639813,-1.0
alphaass,-0.30094314545233225,-0.3507202017379084,-0.25862301562309803
alphadiss,2.83499260373303,2.79795407646324,2.883979174499787
phi0,-0.18949865223347026,-0.2283961421268918,-0.1569732984614613
fm,-1.4924139602369892,-3.0,-0.3225917059779196
fd,1.7301360039966778,1.6793239961412445,1.768085628434645
Km,-0.9118639112994488,-0.9565838573915435,-0.8399127797862733
Kd,-0.4380642366862187,-0.4896642266778992,-0.3990578127309687
kbm,-2.648010544564368,-3.0,-2.0261575713169866
kbd,1.424881636631067,-1.0511507635540907,2.0
