,log10_var,log10_left_bound,log10_right_bound
beta,-0.5039010078674286,-0.5126672128994554,-0.47615305396795055
gammam,-0.8392314381388719,-0.8603326936257969,-0.8293966947231821
gammamRNA,-0.20474581741911715,-0.22931348113320693,-0.20003977906982373
gammad,-1.347947151751895,-3.3010299956639813,-1.1223251705377755
alphaass,-1.268975620184312,-1.2775423121352771,-1.2342770680698973
alphadiss,1.2054750367408908,1.1767266722319198,1.2159898314474873
phi0,0.1942367487238292,0.18995113007397796,0.2225643630265071
fm,-0.714892970433188,-1.228149432152296,-0.5107457451174112
fd,1.8754664158663856,1.870705218194641,1.9027081373956136
Km,-0.6126101736612706,-0.6468074723636161,-0.5990966672931224
Kd,-0.7026772857946973,-0.710437035864334,-0.6705300777863351
kbm,-2.562566556202029,-3.0,-2.5224658735791596
kbd,-0.03810452633214965,-0.7294063019245484,2.0
