,log10_var,log10_left_bound,log10_right_bound
beta,0.2452658394574613,0.21456884555862882,0.2703389016569362
gammam,-0.10012480397898933,-0.1256119883190177,-0.07196470285989859
gammamRNA,0.1182647260894794,0.09085810252033358,0.14926323181289614
gammad,-2.385313657717987,-3.3010299956639813,-1.0
alphaass,-0.8781120148963188,-0.9087886394889977,-0.8403806392562427
alphadiss,2.7444494574467986,2.7079856669454268,2.772400298038555
phi0,0.9460098847657649,0.9201172197629408,0.9763793245850221
fm,-0.4377071355435253,-3.0,-0.3377230538122479
fd,1.6207604899942056,1.5981981829141558,1.6592770027291692
Km,-0.850165303284215,-0.8929129545753128,-0.8170098764062956
Kd,-0.04677202844014615,-0.07293367479954002,-0.011204696158933923
kbm,-2.5101820916985496,-3.0,-2.4088791736232893
kbd,1.6222140229662954,0.20034154519834318,2.0
