,log10_var,log10_left_bound,log10_right_bound
beta,0.7998228309933199,0.7970886290099279,0.8048203248021257
gammam,-0.21112488422458328,-0.21384839507983272,-0.20782605790857417
gammamRNA,0.6299190355035418,0.6263741926954328,0.6328102930386703
gammad,-1.2588484011482148,-1.2628370370750033,-1.1658247569855753
alphaass,-0.08576265223225896,-0.08950139705211782,-0.08308256935000086
alphadiss,0.5316066319327222,0.5281577973312254,0.5364277127297286
phi0,-1.294649537114288,-1.2974048123599355,-1.290167799737112
fm,-1.6187043769961742,-2.2958629734296903,-1.5586282301124486
fd,1.980185236947335,1.9753217748018788,1.9851389277105014
Km,0.9282421831573091,0.9248592524038144,0.9312419466503196
Kd,0.5816083660320576,0.5783946900720809,0.5849466391121043
kbm,-0.5818645015747678,-3.0,-0.5591723331038958
kbd,1.3404441148401183,0.9716759136769443,2.0
