,log10_var,log10_left_bound,log10_right_bound
beta,1.5949447366950833,1.5773912955979394,1.681955984469368
gammam,-0.020679302617975567,-0.11087358154262669,-0.007754738481740837
gammamRNA,0.7691556907143988,0.6771352881090669,0.7799765177121614
gammad,-2.7344746647809264,-3.3010299956639813,-1.0
alphaass,-0.8658228924232337,-0.8879747890555925,-0.7677413928909143
alphadiss,2.0318122713303706,1.9286208087347283,2.050722187905949
phi0,-0.023833499868024795,-0.035412600454735585,0.06815154113574307
fm,-2.417595701980972,-3.0,-0.10957451002802275
fd,1.634275694625944,1.6206987150518444,1.728563992105193
Km,-0.6324577264794233,-0.7451551472613496,-0.609838303986848
Kd,-0.1990081387398286,-0.2188357476406202,-0.09649329160262574
kbm,-2.5543957967264026,-3.0,-2.1407641472190235
kbd,1.4969296480732148,-0.4748686058182632,2.0
