,log10_var,log10_left_bound,log10_right_bound
beta,-0.6978856230437989,-0.720774352326232,-0.6517819738498982
gammam,-0.19880216554085114,-0.24530642646448933,-0.17705817868482054
gammamRNA,0.7157527168228595,0.6685800749100692,0.7379595358210735
gammad,-2.5805399272139296,-3.3010299956639813,-1.0
alphaass,-0.6174426780912142,-0.6417454435153921,-0.5643811979427504
alphadiss,1.2043913319192998,1.1510152700882932,1.2289406691782156
phi0,0.8184898222042134,0.7992228019352393,0.8667034631812192
fm,-1.279179418229656,-3.0,-0.37932647240686956
fd,1.4164740791002208,1.3949092642608645,1.4666208379275454
Km,0.46434048462766736,0.39805574333021576,0.5023212020779562
Kd,1.333648756514701,1.3085825742414574,1.3883297878752394
kbm,-1.499626285646626,-3.0,-1.2364707934642136
kbd,1.3579348470004537,0.7153096888978479,2.0
