,log10_var,log10_left_bound,log10_right_bound
beta,1.1925674533365456,1.1832142283755986,1.2583708207643212
gammam,-0.15211900255462477,-0.2216473472188185,-0.14736528372479274
gammamRNA,0.21669359916975428,0.15072624996803077,0.22587297105448373
gammad,-2.4939010400715595,-3.3010299956639813,-1.1079576923489212
alphaass,-0.49811950624494133,-0.5069195872630374,-0.42417989203670786
alphadiss,0.9515803449033918,0.8782600064725671,0.9635828038199734
phi0,-1.1944311824514442,-1.2038714420320913,-1.121569209596611
fm,-2.7307206102281016,-3.0,-0.2221451303903485
fd,1.887223331362523,1.8824506523279894,1.9541844783660247
Km,0.28824922557198607,0.20534750238329288,0.2991234954189431
Kd,-0.08825662214406828,-0.09691640248272443,-0.01240029810037951
kbm,-1.599462010608054,-3.0,-1.5186147193541624
kbd,-0.25103713874383854,-0.43626998779332593,2.0
