,log10_var,log10_left_bound,log10_right_bound
beta,0.010299956639811961,-0.009331878874248703,0.04666701055518367
gammam,-0.01264661126420635,-0.05057199608214123,0.0
gammamRNA,-0.5306198641500748,-0.564380920694898,-0.5037144368505617
gammad,-1.2126812433754526,-3.3010299956639813,-1.0
alphaass,-0.5499049241283976,-0.5753948766339533,-0.5026474697111135
alphadiss,2.139249217571607,2.0915706359632766,2.162785371778633
phi0,0.9960736544852753,0.9755926822378174,1.0
fm,-2.8029952719769544,-3.0,-1.2223220232892265
fd,1.9203842421783575,1.8963589284958458,1.9651681059530315
Km,-0.8639139026159026,-0.9115631388709309,-0.8306644911722392
Kd,-1.6605485586935593,-1.6817372864343134,-1.6135615833528414
kbm,-2.610656688747922,-3.0,-2.5611281500992624
kbd,1.2041199826559248,-1.4275605924245904,2.0
