,log10_var,log10_left_bound,log10_right_bound
beta,-0.27433333968582146,-0.2979264385573044,-0.2697366315105608
gammam,-0.05943371350990981,-0.06804865380236125,-0.033431463849324265
gammamRNA,-0.11030620855581472,-0.11877210833543636,-0.07994627316561666
gammad,-3.1513183459760494,-3.3010299956639813,-1.0
alphaass,-0.9825492704894638,-1.0183190226988188,-0.9710350212259153
alphadiss,1.2835273648616936,1.2709779682849502,1.320404706632243
phi0,0.34947179921438565,0.3265277386751827,0.3570951765673421
fm,-1.7622050067260775,-3.0,-1.0090291997154859
fd,1.5109469486729727,1.4801103972660288,1.5224091295634499
Km,-0.26881429236599963,-0.28280644497252794,-0.2146203609199469
Kd,0.36323580448369386,0.32905826842445524,0.3738903870877456
kbm,-1.7435227937583233,-3.0,-1.5643893788226222
kbd,1.0334237554869496,0.13929563781552623,2.0
