,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,3.350000E+02,1.080038E+00,2.113291E+00,3.187000E+02,9.529241E-01,3.059983E+00,3.050000E+02,9.865151E-01,3.701816E+00,2.941000E+02,1.118614E+00,4.116056E+00,2.832000E+02,1.440471E+00,4.184289E+00
gammam,2.841000E+02,1.391645E+00,4.212634E+00,2.927000E+02,1.110326E+00,4.159852E+00,3.010000E+02,9.808092E-01,3.831266E+00,3.111000E+02,9.278081E-01,3.327011E+00,3.239000E+02,9.574744E-01,2.623622E+00
gammamRNA,2.819000E+02,1.491883E+00,4.159446E+00,2.895000E+02,1.207259E+00,4.214525E+00,2.963000E+02,1.059702E+00,4.041336E+00,3.035000E+02,9.777088E-01,3.737010E+00,3.119000E+02,9.403869E-01,3.327357E+00
gammad,2.782000E+02,1.632862E+00,4.214857E+00,2.791000E+02,1.596624E+00,4.197101E+00,2.809000E+02,1.533056E+00,4.145954E+00,2.842000E+02,1.438464E+00,3.991277E+00,2.905000E+02,1.345588E+00,3.535551E+00
alphaass,3.292000E+02,1.000150E+00,2.425075E+00,3.157000E+02,9.390108E-01,3.163704E+00,3.047000E+02,9.719912E-01,3.697161E+00,2.957000E+02,1.072506E+00,4.069506E+00,2.873000E+02,1.281301E+00,4.230629E+00
alphadiss,2.865000E+02,1.300893E+00,4.234935E+00,2.946000E+02,1.079768E+00,4.102859E+00,3.029000E+02,9.723472E-01,3.753336E+00,3.132000E+02,9.315067E-01,3.246440E+00,3.260000E+02,9.726714E-01,2.550211E+00
phi0,3.209000E+02,9.569052E-01,2.950271E+00,3.086000E+02,9.673316E-01,3.542419E+00,2.986000E+02,1.047631E+00,3.967597E+00,2.898000E+02,1.219252E+00,4.204425E+00,2.793000E+02,1.607462E+00,4.085930E+00
f1,2.811000E+02,1.532161E+00,4.131796E+00,2.810000E+02,1.545526E+00,4.116051E+00,2.807000E+02,1.572398E+00,4.084415E+00,2.801000E+02,1.627776E+00,4.019431E+00,2.788000E+02,1.746674E+00,3.881803E+00
f2,3.092000E+02,1.270917E+00,2.622760E+00,3.016000E+02,1.204658E+00,3.201715E+00,2.950000E+02,1.217269E+00,3.659691E+00,2.887000E+02,1.302715E+00,3.992154E+00,2.818000E+02,1.501231E+00,4.139283E+00
f12,2.768000E+02,1.390176E+00,3.740850E+00,2.768000E+02,1.390487E+00,3.743125E+00,2.769000E+02,1.391836E+00,3.752742E+00,2.773000E+02,1.398100E+00,3.793036E+00,2.789000E+02,1.432815E+00,3.954401E+00
kb1,2.817000E+02,1.314688E+00,4.212480E+00,2.802000E+02,1.083223E+00,4.019086E+00,2.780000E+02,9.884144E-01,3.610681E+00,2.762000E+02,9.656834E-01,3.089239E+00,2.744000E+02,1.019882E+00,2.469763E+00
kb2,3.173000E+02,1.086989E+00,2.555041E+00,3.074000E+02,1.007005E+00,3.268820E+00,2.992000E+02,1.024916E+00,3.783977E+00,2.922000E+02,1.117528E+00,4.130767E+00,2.852000E+02,1.337120E+00,4.236798E+00
ku1,3.025000E+02,7.183725E-01,3.352552E+00,2.969000E+02,7.496815E-01,3.787031E+00,2.924000E+02,8.189560E-01,4.143231E+00,2.886000E+02,9.506639E-01,4.386425E+00,2.846000E+02,1.246165E+00,4.368364E+00
ku2,2.835000E+02,1.415727E+00,4.206375E+00,2.907000E+02,1.151226E+00,4.180174E+00,2.975000E+02,1.039101E+00,3.879760E+00,3.053000E+02,1.004504E+00,3.408713E+00,3.147000E+02,1.052375E+00,2.758582E+00
bcoop,2.824000E+02,1.670922E+00,3.931731E+00,2.788000E+02,1.353648E+00,4.392154E+00,2.716000E+02,1.083134E+00,4.771023E+00,2.614000E+02,9.064339E-01,4.909876E+00,2.496000E+02,8.714073E-01,4.663392E+00
ucoop,2.763000E+02,6.839165E-01,5.711558E+00,2.762000E+02,7.917709E-01,5.494598E+00,2.784000E+02,9.799965E-01,5.101949E+00,2.807000E+02,1.255377E+00,4.586888E+00,2.810000E+02,1.622565E+00,3.991335E+00
