,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,2.526000E+02,1.662708E-02,1.292621E+00,2.340000E+02,1.767059E-02,1.289658E+00,2.210000E+02,1.873718E-02,1.286186E+00,2.110000E+02,1.986345E-02,1.282040E+00,2.028000E+02,2.108218E-02,1.276969E+00
gammam,2.050000E+02,2.178896E-02,1.250225E+00,2.137000E+02,1.993537E-02,1.270894E+00,2.246000E+02,1.835570E-02,1.289066E+00,2.396000E+02,1.695480E-02,1.305415E+00,2.630000E+02,1.565378E-02,1.320206E+00
gammamRNA,2.023000E+02,2.120224E-02,1.276657E+00,2.115000E+02,1.981029E-02,1.282336E+00,2.231000E+02,1.853662E-02,1.286873E+00,2.391000E+02,1.733248E-02,1.290631E+00,2.644000E+02,1.613768E-02,1.293773E+00
gammad,2.055000E+02,1.935580E-02,1.473593E+00,2.060000E+02,1.933498E-02,1.466370E+00,2.072000E+02,1.928294E-02,1.449204E+00,2.103000E+02,1.914663E-02,1.409283E+00,2.188000E+02,1.874886E-02,1.321192E+00
alphaass,2.745000E+02,1.538024E-02,1.317340E+00,2.570000E+02,1.606705E-02,1.311404E+00,2.442000E+02,1.675542E-02,1.304879E+00,2.343000E+02,1.746013E-02,1.297892E+00,2.263000E+02,1.819216E-02,1.290474E+00
alphadiss,2.092000E+02,2.057103E-02,1.265808E+00,2.189000E+02,1.906334E-02,1.281470E+00,2.313000E+02,1.770875E-02,1.295512E+00,2.487000E+02,1.645195E-02,1.308128E+00,2.776000E+02,1.523043E-02,1.319043E+00
phi0,2.719000E+02,1.589572E-02,1.294325E+00,2.445000E+02,1.702517E-02,1.291555E+00,2.277000E+02,1.814343E-02,1.288177E+00,2.156000E+02,1.930794E-02,1.284149E+00,2.061000E+02,2.055946E-02,1.279215E+00
f1,2.233000E+02,1.848665E-02,1.287801E+00,2.231000E+02,1.853342E-02,1.287045E+00,2.221000E+02,1.873733E-02,1.283809E+00,2.180000E+02,1.963327E-02,1.269566E+00,2.040000E+02,2.371077E-02,1.206634E+00
f2,2.686000E+02,1.611698E-02,1.261336E+00,2.447000E+02,1.709859E-02,1.273420E+00,2.284000E+02,1.811620E-02,1.283378E+00,2.160000E+02,1.921070E-02,1.291363E+00,2.059000E+02,2.042304E-02,1.297206E+00
f12,2.245000E+02,1.818106E-02,1.291683E+00,2.242000E+02,1.823393E-02,1.290978E+00,2.238000E+02,1.837083E-02,1.289170E+00,2.223000E+02,1.873286E-02,1.284375E+00,2.186000E+02,1.974715E-02,1.270848E+00
kb1,2.222000E+02,1.735562E-02,1.058677E+00,2.238000E+02,1.661977E-02,7.866673E-01,2.307000E+02,1.623375E-02,5.510017E-01,2.480000E+02,1.602697E-02,3.534586E-01,2.948000E+02,1.600264E-02,1.896083E-01
kb2,2.896000E+02,1.574937E-02,1.327992E+00,2.572000E+02,1.663180E-02,1.316936E+00,2.381000E+02,1.749353E-02,1.303885E+00,2.248000E+02,1.839609E-02,1.289303E+00,2.146000E+02,1.938613E-02,1.273146E+00
ku1,6.865500E+02,3.398950E-03,1.326040E+00,5.562000E+02,4.499737E-03,1.337198E+00,4.569000E+02,6.009526E-03,1.347390E+00,3.733000E+02,8.167482E-03,1.354130E+00,2.908000E+02,1.168099E-02,1.345420E+00
ku2,2.135000E+02,1.955962E-02,1.270160E+00,2.225000E+02,1.859109E-02,1.286105E+00,2.339000E+02,1.771706E-02,1.300520E+00,2.495000E+02,1.689738E-02,1.313543E+00,2.729000E+02,1.608881E-02,1.325023E+00
bcoop,2.241000E+02,1.831348E-02,1.281517E+00,2.320000E+02,1.675403E-02,1.236079E+00,2.401000E+02,1.555667E-02,1.187162E+00,2.483000E+02,1.458803E-02,1.136531E+00,2.567000E+02,1.377538E-02,1.085198E+00
ucoop,3.318000E+02,9.771766E-03,1.340729E+00,3.069000E+02,1.076834E-02,1.338772E+00,2.830000E+02,1.199259E-02,1.334259E+00,2.600000E+02,1.361315E-02,1.325491E+00,2.374000E+02,1.607616E-02,1.307865E+00
