,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,6.930000E+01,1.945312E-02,4.491887E+00,5.500000E+01,2.242979E-02,6.686195E+00,4.690000E+01,2.783752E-02,8.666021E+00,4.120000E+01,3.685114E-02,1.051875E+01,3.670000E+01,5.311705E-02,1.215706E+01
gammam,4.210000E+01,1.318028E-01,8.333312E+00,4.550000E+01,5.224054E-02,8.838609E+00,4.920000E+01,3.048422E-02,7.983919E+00,5.510000E+01,2.135922E-02,6.718627E+00,6.690000E+01,1.695611E-02,5.056922E+00
gammamRNA,3.090000E+01,1.630421E-01,1.319629E+01,3.570000E+01,6.580112E-02,1.301972E+01,4.110000E+01,3.821042E-02,1.078501E+01,4.880000E+01,2.621077E-02,8.179624E+00,6.250000E+01,2.026789E-02,5.378390E+00
gammad,5.300000E+01,2.334351E-02,7.134927E+00,5.300000E+01,2.335315E-02,7.128267E+00,5.300000E+01,2.337565E-02,7.111756E+00,5.300000E+01,2.343193E-02,7.072057E+00,5.310000E+01,2.356773E-02,6.977006E+00
alphaass,4.760000E+01,2.779173E-02,8.332733E+00,4.270000E+01,3.646199E-02,9.662668E+00,3.880000E+01,5.181411E-02,1.070396E+01,3.550000E+01,8.435743E-02,1.118278E+01,3.200000E+01,1.878642E-01,1.010459E+01
alphadiss,3.440000E+01,1.788364E-01,9.846254E+00,3.870000E+01,7.085974E-02,1.044132E+01,4.390000E+01,3.896932E-02,9.266949E+00,5.140000E+01,2.480157E-02,7.443799E+00,6.520000E+01,1.782405E-02,5.114234E+00
phi0,6.370000E+01,2.010942E-02,5.212819E+00,4.940000E+01,2.565876E-02,7.996460E+00,4.110000E+01,3.684085E-02,1.051619E+01,3.530000E+01,6.194825E-02,1.261333E+01,3.020000E+01,1.475930E-01,1.286403E+01
f1,6.280000E+01,3.308742E-02,3.049404E+00,5.460000E+01,2.430311E-02,6.214358E+00,4.900000E+01,2.197439E-02,9.833692E+00,4.460000E+01,2.203896E-02,1.396451E+01,4.080000E+01,2.427911E-02,1.854755E+01
f2,5.300000E+01,2.329889E-02,7.123684E+00,5.300000E+01,2.365699E-02,7.104332E+00,5.260000E+01,2.501163E-02,7.033474E+00,5.140000E+01,3.052726E-02,6.761776E+00,4.720000E+01,5.987615E-02,5.665726E+00
f12,5.310000E+01,2.189466E-02,7.136841E+00,5.310000E+01,2.218294E-02,7.134421E+00,5.300000E+01,2.324687E-02,7.121914E+00,5.280000E+01,2.741306E-02,7.071471E+00,5.210000E+01,4.772267E-02,6.798027E+00
kb1,6.400000E+01,2.866919E-02,3.957602E+00,5.500000E+01,2.365956E-02,6.490137E+00,4.930000E+01,2.379142E-02,8.206208E+00,4.530000E+01,2.717212E-02,9.202786E+00,4.210000E+01,3.908202E-02,9.311784E+00
kb2,5.770000E+01,3.886276E-02,1.879872E+01,5.500000E+01,2.811332E-02,1.330114E+01,5.330000E+01,2.387980E-02,8.372273E+00,5.230000E+01,2.362828E-02,4.376812E+00,5.070000E+01,3.219026E-02,1.609797E+00
ku1,4.990000E+01,3.895924E-02,8.188279E+00,5.060000E+01,2.684751E-02,8.403172E+00,5.180000E+01,2.364300E-02,7.811254E+00,5.430000E+01,2.376881E-02,6.437638E+00,6.010000E+01,2.832588E-02,4.095026E+00
ku2,1.026000E+02,1.073582E-02,2.614224E+00,7.710000E+01,1.233698E-02,4.433150E+00,6.110000E+01,1.694825E-02,6.034114E+00,5.050000E+01,2.688917E-02,7.496174E+00,4.300000E+01,5.468377E-02,8.678378E+00
bcoop,5.230000E+01,3.313036E-02,9.116581E+00,5.300000E+01,2.398464E-02,7.348196E+00,5.380000E+01,2.015564E-02,5.250599E+00,5.530000E+01,1.933187E-02,3.119087E+00,5.900000E+01,2.413181E-02,1.304846E+00
ucoop,5.010000E+01,2.821543E-02,7.425839E+00,4.780000E+01,3.503103E-02,7.663192E+00,4.600000E+01,4.502620E-02,7.810664E+00,4.450000E+01,6.201366E-02,7.830141E+00,4.280000E+01,1.012476E-01,7.531897E+00
