,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,5.069000E+02,6.713482E-03,1.654516E-01,3.434000E+02,9.267329E-03,1.752328E-01,2.608000E+02,1.273790E-02,1.856953E-01,2.097000E+02,1.804596E-02,1.966364E-01,1.744000E+02,2.833193E-02,2.018901E-01
gammam,2.829000E+02,2.268571E-02,1.511825E-01,3.020000E+02,1.462617E-02,1.582499E-01,3.375000E+02,1.043266E-02,1.639686E-01,4.063000E+02,7.691419E-03,1.769587E-01,5.576000E+02,5.716282E-03,2.003573E-01
gammamRNA,1.813000E+02,2.878570E-02,2.072956E-01,2.135000E+02,1.832488E-02,1.990641E-01,2.616000E+02,1.289291E-02,1.863396E-01,3.418000E+02,9.332099E-03,1.753244E-01,5.057000E+02,6.707504E-03,1.660283E-01
gammad,3.812000E+02,8.376976E-03,1.734325E-01,3.811000E+02,8.385148E-03,1.728006E-01,3.812000E+02,8.404968E-03,1.712860E-01,3.811000E+02,8.453219E-03,1.676941E-01,3.812000E+02,8.571915E-03,1.594023E-01
alphaass,8.190000E+02,4.881149E-03,1.851546E-01,6.286500E+02,5.530599E-03,1.833956E-01,5.231000E+02,6.249905E-03,1.798774E-01,4.524000E+02,7.049635E-03,1.763917E-01,4.007000E+02,7.944351E-03,1.733667E-01
alphadiss,2.214000E+02,2.581236E-02,1.600205E-01,2.541000E+02,1.636620E-02,1.654186E-01,3.038000E+02,1.145115E-02,1.674174E-01,3.865000E+02,8.260969E-03,1.725224E-01,5.517000E+02,5.980286E-03,1.816866E-01
phi0,5.136000E+02,6.655006E-03,1.651816E-01,3.455000E+02,9.209585E-03,1.750363E-01,2.616000E+02,1.268144E-02,1.855459E-01,2.100000E+02,1.799529E-02,1.965611E-01,1.743000E+02,2.831309E-02,2.018960E-01
f1,4.425000E+02,8.866469E-03,1.243121E-01,3.503000E+02,8.251850E-03,1.995372E-01,2.864000E+02,8.108823E-03,2.686376E-01,2.395000E+02,8.162639E-03,3.364279E-01,2.041000E+02,8.377242E-03,4.048880E-01
f2,3.458000E+02,2.575130E-03,2.924000E-01,3.462000E+02,2.601054E-03,2.916112E-01,3.486000E+02,2.732814E-03,2.876814E-01,3.585000E+02,3.385344E-03,2.697532E-01,3.793000E+02,6.408621E-03,2.047684E-01
f12,3.811000E+02,8.400580E-03,1.720465E-01,3.807000E+02,8.452101E-03,1.711828E-01,3.793000E+02,8.613275E-03,1.685385E-01,3.752000E+02,9.143998E-03,1.604155E-01,3.619000E+02,1.123692E-02,1.354786E-01
kb1,5.027000E+02,9.901985E-03,1.536555E-01,3.985000E+02,8.631663E-03,1.715225E-01,3.348000E+02,7.717585E-03,1.694865E-01,2.918000E+02,7.107460E-03,1.592007E-01,2.624000E+02,6.971174E-03,1.445134E-01
kb2,4.003000E+02,9.247463E-03,5.240957E-01,3.867000E+02,8.609666E-03,4.053306E-01,3.821000E+02,8.316246E-03,2.931771E-01,3.812000E+02,8.337071E-03,1.906198E-01,3.786000E+02,9.067116E-03,9.824159E-02
ku1,2.604000E+02,7.109231E-03,1.411263E-01,2.885000E+02,7.082125E-03,1.571245E-01,3.311000E+02,7.661198E-03,1.685636E-01,3.948000E+02,8.582017E-03,1.718063E-01,5.009000E+02,9.877993E-03,1.547576E-01
ku2,3.636000E+02,8.522754E-03,1.772570E-01,3.053000E+02,9.206054E-03,1.969333E-01,2.607000E+02,1.030560E-02,2.162970E-01,2.262000E+02,1.223020E-02,2.344248E-01,1.990000E+02,1.649623E-02,2.456860E-01
bcoop,2.803000E+02,2.979387E-02,2.531256E-01,2.954000E+02,1.872754E-02,2.472331E-01,3.206000E+02,1.333294E-02,2.248098E-01,3.537000E+02,1.004393E-02,1.956900E-01,3.927000E+02,7.852764E-03,1.623826E-01
ucoop,3.718000E+02,8.676550E-03,1.718938E-01,3.219000E+02,1.066967E-02,1.707522E-01,2.804000E+02,1.348998E-02,1.704991E-01,2.459000E+02,1.793898E-02,1.700677E-01,2.160000E+02,2.687782E-02,1.633601E-01
