,log10_var,log10_left_bound,log10_right_bound
beta,1.6409780573583321,0.919182602628116,1.6512484445932374
gammam,-0.07525564752005146,-0.07811184317677015,0.0
gammamRNA,-0.7622050067260775,-0.7665757000723157,-0.0015657362447042008
gammad,-2.9888526392242025,-3.3010299956639813,-1.3923322589094616
alphaass,-1.856985199745905,-2.0,-1.8461044270911438
alphadiss,-0.30583370406680177,-0.31372676938691857,1.201807252768351
phi0,-0.4091581652183974,-1.1269012586452531,-0.40090137909407086
f1,1.9481683617271317,1.7210551654369215,1.964365748687403
f2,-2.2752327543536897,-3.0,-1.9704554193265225
f12,-2.0323584359169886,-3.0,-1.9575392852505602
kb1,-0.007181479933320441,-0.08024833833338586,0.11434708623451731
kb2,-2.7788466780452947,-3.0,-2.746178780832094
ku1,2.7506626461340558,2.6346796713749234,2.8246846730630075
ku2,-1.7300203233546763,-2.0,-1.7254011628826502
bcoop,0.6691308473733326,0.6575869361836608,1.3010299956639813
ucoop,-1.2034256667895702,-1.3010299956639813,-1.1985341518238406
