,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,1.055000E+02,4.040558E-03,5.075295E-02,9.450000E+01,3.931803E-03,9.074540E-02,8.560000E+01,4.720461E-03,1.305241E-01,7.810000E+01,6.703569E-03,1.611118E-01,7.070000E+01,1.216861E-02,1.607648E-01
gammam,9.080000E+01,1.090790E-02,7.808878E-02,9.540000E+01,6.772864E-03,8.051913E-02,1.001000E+02,5.089908E-03,6.942080E-02,1.056000E+02,4.448376E-03,5.187498E-02,1.117000E+02,4.782653E-03,3.164197E-02
gammamRNA,7.630000E+01,1.130910E-02,1.430875E-01,8.280000E+01,6.469331E-03,1.418150E-01,8.960000E+01,4.668251E-03,1.152108E-01,9.760000E+01,3.975642E-03,8.050587E-02,1.074000E+02,4.202643E-03,4.504865E-02
gammad,1.109000E+02,4.646582E-03,3.446189E-02,1.110000E+02,4.651666E-03,3.440689E-02,1.110000E+02,4.664045E-03,3.427419E-02,1.110000E+02,4.694249E-03,3.395448E-02,1.110000E+02,4.769218E-03,3.318864E-02
alphaass,1.074000E+02,4.260019E-03,4.441389E-02,9.700000E+01,4.139893E-03,7.780023E-02,8.840000E+01,4.963690E-03,1.097859E-01,8.090000E+01,6.985529E-03,1.331840E-01,7.380000E+01,1.226798E-02,1.322889E-01
alphadiss,7.440000E+01,1.243690E-02,1.275491E-01,8.150000E+01,7.156024E-03,1.283028E-01,8.890000E+01,5.080136E-03,1.061356E-01,9.750000E+01,4.212960E-03,7.551435E-02,1.077000E+02,4.307631E-03,4.330275E-02
phi0,1.056000E+02,4.050574E-03,5.026909E-02,9.460000E+01,3.929881E-03,9.053700E-02,8.560000E+01,4.723454E-03,1.306169E-01,7.810000E+01,6.733588E-03,1.613162E-01,7.050000E+01,1.233883E-02,1.602416E-01
f1,1.121000E+02,5.643545E-03,2.623065E-02,1.102000E+02,4.271065E-03,3.930376E-02,1.078000E+02,3.583380E-03,5.388225E-02,1.053000E+02,3.192717E-03,7.013933E-02,1.029000E+02,2.965021E-03,8.797149E-02
f2,1.110000E+02,4.628022E-03,3.442777E-02,1.109000E+02,4.676683E-03,3.439587E-02,1.107000E+02,4.806335E-03,3.430199E-02,1.102000E+02,5.169317E-03,3.397802E-02,1.088000E+02,6.345670E-03,3.251752E-02
f12,1.110000E+02,4.651081E-03,3.441301E-02,1.110000E+02,4.650961E-03,3.441441E-02,1.109000E+02,4.650085E-03,3.442397E-02,1.109000E+02,4.644029E-03,3.448845E-02,1.110000E+02,4.603195E-03,3.493109E-02
kb1,1.078000E+02,3.634186E-03,5.342325E-02,1.009000E+02,3.011093E-03,9.952223E-02,9.480000E+01,3.123821E-03,1.503449E-01,8.950000E+01,3.860194E-03,1.973492E-01,8.320000E+01,6.414094E-03,2.144502E-01
kb2,1.074000E+02,5.245868E-03,6.615149E-01,1.074000E+02,3.515562E-03,4.546275E-01,1.079000E+02,2.943761E-03,2.779717E-01,1.092000E+02,2.852416E-03,1.481002E-01,1.109000E+02,3.464515E-03,6.340454E-02
ku1,8.960000E+01,6.518779E-03,1.709866E-01,9.480000E+01,4.060196E-03,1.585692E-01,9.920000E+01,3.315553E-03,1.229001E-01,1.041000E+02,3.232579E-03,8.275684E-02,1.094000E+02,3.982109E-03,4.515952E-02
ku2,1.136000E+02,4.999451E-03,2.651232E-02,1.084000E+02,4.579612E-03,4.149374E-02,1.027000E+02,4.963702E-03,5.761192E-02,9.700000E+01,6.229658E-03,7.234060E-02,9.090000E+01,9.553641E-03,7.919705E-02
bcoop,1.109000E+02,4.638269E-03,3.450929E-02,1.108000E+02,4.777705E-03,3.349571E-02,1.106000E+02,5.039433E-03,3.177558E-02,1.102000E+02,5.556296E-03,2.893034E-02,1.097000E+02,6.713855E-03,2.427872E-02
ucoop,1.110000E+02,4.908086E-03,3.073817E-02,1.109000E+02,4.792693E-03,3.265840E-02,1.109000E+02,4.708882E-03,3.371409E-02,1.109000E+02,4.670594E-03,3.417832E-02,1.110000E+02,4.655405E-03,3.436112E-02
