,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,1.496000E+02,4.254711E-02,1.116929E-01,1.394000E+02,4.167971E-02,1.393808E-01,1.305000E+02,4.448961E-02,1.595875E-01,1.229000E+02,5.103759E-02,1.706144E-01,1.162000E+02,6.390347E-02,1.684108E-01
gammam,1.248000E+02,5.124114E-02,1.660759E-01,1.262000E+02,3.834170E-02,1.740697E-01,1.289000E+02,3.221075E-02,1.641496E-01,1.331000E+02,2.967600E-02,1.417474E-01,1.389000E+02,3.076177E-02,1.087259E-01
gammamRNA,1.166000E+02,6.587612E-02,1.702805E-01,1.220000E+02,5.258462E-02,1.724747E-01,1.285000E+02,4.570228E-02,1.616379E-01,1.360000E+02,4.258826E-02,1.418109E-01,1.449000E+02,4.307827E-02,1.146821E-01
gammad,1.248000E+02,4.794198E-02,1.715846E-01,1.249000E+02,4.819028E-02,1.706741E-01,1.249000E+02,4.880289E-02,1.684692E-01,1.251000E+02,5.035904E-02,1.631547E-01,1.256000E+02,5.462725E-02,1.501250E-01
alphaass,1.553000E+02,3.587674E-02,1.072552E-01,1.445000E+02,3.505721E-02,1.368110E-01,1.353000E+02,3.793062E-02,1.576370E-01,1.278000E+02,4.445877E-02,1.681714E-01,1.213000E+02,5.734040E-02,1.641516E-01
alphadiss,1.225000E+02,5.523293E-02,1.645537E-01,1.287000E+02,4.225351E-02,1.690030E-01,1.360000E+02,3.558368E-02,1.585102E-01,1.449000E+02,3.255718E-02,1.372923E-01,1.557000E+02,3.322836E-02,1.068997E-01
phi0,1.510000E+02,4.302388E-02,1.078122E-01,1.418000E+02,4.149919E-02,1.330365E-01,1.338000E+02,4.302279E-02,1.528342E-01,1.267000E+02,4.716701E-02,1.663467E-01,1.204000E+02,5.475047E-02,1.716809E-01
f1,1.246000E+02,4.466121E-02,1.811750E-01,1.246000E+02,4.515977E-02,1.795529E-01,1.247000E+02,4.627253E-02,1.760320E-01,1.249000E+02,4.884189E-02,1.683902E-01,1.253000E+02,5.530382E-02,1.517847E-01
f2,1.142000E+02,2.935598E-02,3.150949E-01,1.025000E+02,2.237468E-02,5.148251E-01,9.310000E+01,2.097569E-02,7.120027E-01,8.510000E+01,2.308748E-02,8.711506E-01,7.810000E+01,3.164459E-02,9.097236E-01
f12,1.213000E+02,2.519965E-02,2.616272E-01,1.214000E+02,2.566490E-02,2.588607E-01,1.217000E+02,2.670677E-02,2.528662E-01,1.223000E+02,2.919568E-02,2.395909E-01,1.235000E+02,3.622665E-02,2.084804E-01
kb1,1.416000E+02,6.391340E-02,5.307108E-01,1.358000E+02,4.767771E-02,4.833138E-01,1.313000E+02,4.171615E-02,3.969060E-01,1.280000E+02,4.058914E-02,3.002793E-01,1.256000E+02,4.481323E-02,2.026769E-01
kb2,1.268000E+02,5.434625E-02,1.532460E-01,1.238000E+02,4.626433E-02,1.764733E-01,1.211000E+02,4.344920E-02,1.860270E-01,1.190000E+02,4.436066E-02,1.826045E-01,1.170000E+02,5.059091E-02,1.636045E-01
ku1,1.302000E+02,4.604857E-02,1.570596E-01,1.243000E+02,4.913447E-02,1.696965E-01,1.190000E+02,5.425288E-02,1.781593E-01,1.140000E+02,6.239656E-02,1.807648E-01,1.092000E+02,7.598799E-02,1.747392E-01
ku2,1.214000E+02,5.398922E-02,1.549515E-01,1.223000E+02,4.763577E-02,1.721954E-01,1.234000E+02,4.640519E-02,1.760131E-01,1.249000E+02,4.881717E-02,1.684502E-01,1.269000E+02,5.600942E-02,1.491129E-01
bcoop,1.105000E+02,8.301548E-02,3.971164E-01,1.128000E+02,5.871905E-02,3.901716E-01,1.157000E+02,4.846021E-02,3.343223E-01,1.194000E+02,4.486022E-02,2.601490E-01,1.241000E+02,4.744937E-02,1.814513E-01
ucoop,1.317000E+02,4.649317E-02,1.475317E-01,1.258000E+02,4.828103E-02,1.662110E-01,1.204000E+02,5.253829E-02,1.799429E-01,1.153000E+02,6.021017E-02,1.865674E-01,1.104000E+02,7.408788E-02,1.821228E-01
