,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,2.447000E+02,1.401264E-01,3.909195E+00,2.000000E+02,1.415938E-01,6.008028E+00,1.706000E+02,1.611807E-01,7.376656E+00,1.495000E+02,1.896984E-01,8.411198E+00,1.334000E+02,2.265220E-01,9.247357E+00
gammam,1.804000E+02,6.693474E-01,4.413835E+00,1.804000E+02,3.979614E-01,5.169530E+00,1.867000E+02,2.638334E-01,5.369267E+00,2.028000E+02,1.867168E-01,5.098526E+00,2.379000E+02,1.465301E-01,4.056612E+00
gammamRNA,1.294000E+02,8.037957E-01,9.629891E+00,1.311000E+02,4.284689E-01,9.988581E+00,1.408000E+02,2.740001E-01,9.158809E+00,1.615000E+02,1.906149E-01,7.850765E+00,2.034000E+02,1.436236E-01,5.826180E+00
gammad,2.450000E+02,1.002140E-01,6.521967E+00,2.454000E+02,1.008046E-01,6.448363E+00,2.459000E+02,1.022722E-01,6.271858E+00,2.474000E+02,1.060736E-01,5.853706E+00,2.506000E+02,1.170540E-01,4.891647E+00
alphaass,2.375000E+02,1.424663E-01,4.092365E+00,1.940000E+02,1.644246E-01,5.445389E+00,1.680000E+02,2.094912E-01,5.961731E+00,1.512000E+02,2.764343E-01,6.086004E+00,1.402000E+02,3.753129E-01,5.956805E+00
alphadiss,1.307000E+02,7.689422E-01,5.043306E+00,1.369000E+02,4.481811E-01,5.805502E+00,1.498000E+02,2.895592E-01,6.079093E+00,1.734000E+02,1.976267E-01,5.879482E+00,2.181000E+02,1.470898E-01,4.762627E+00
phi0,1.850000E+02,1.493653E-01,6.697561E+00,1.343000E+02,2.240058E-01,9.200317E+00,1.064000E+02,3.590353E-01,1.076654E+01,8.850000E+01,6.076982E-01,1.175964E+01,7.610000E+01,1.174930E+00,1.173308E+01
f1,2.583000E+02,2.438937E-01,1.605504E+00,2.590000E+02,1.755091E-01,2.522875E+00,2.535000E+02,1.406575E-01,3.583594E+00,2.455000E+02,1.214410E-01,4.639972E+00,2.370000E+02,1.095625E-01,5.641321E+00
f2,2.429000E+02,4.804745E-02,5.823489E+00,2.432000E+02,4.924793E-02,5.784299E+00,2.440000E+02,5.326308E-02,5.655475E+00,2.466000E+02,6.726111E-02,5.230584E+00,2.536000E+02,1.226333E-01,3.836273E+00
f12,2.559000E+02,1.417833E-01,3.396545E+00,2.557000E+02,1.425047E-01,3.392760E+00,2.552000E+02,1.448418E-01,3.380069E+00,2.534000E+02,1.528736E-01,3.332599E+00,2.483000E+02,1.866799E-01,3.106787E+00
kb1,2.396000E+02,1.115426E-01,5.054428E+00,2.045000E+02,8.115296E-02,7.865505E+00,1.803000E+02,6.828623E-02,9.359862E+00,1.624000E+02,6.008074E-02,1.014168E+01,1.486000E+02,5.395302E-02,1.046476E+01
kb2,2.496000E+02,8.587144E-02,1.703833E+01,2.510000E+02,8.977140E-02,1.308598E+01,2.532000E+02,9.726181E-02,9.369635E+00,2.558000E+02,1.140188E-01,5.826524E+00,2.522000E+02,1.678083E-01,2.604405E+00
ku1,1.079000E+02,3.462412E-02,8.125285E+00,1.168000E+02,3.890319E-02,9.454974E+00,1.318000E+02,4.625721E-02,1.034647E+01,1.559000E+02,5.716300E-02,1.032920E+01,1.978000E+02,7.727756E-02,8.316814E+00
ku2,2.039000E+02,1.223675E-01,6.198296E+00,1.540000E+02,1.308731E-01,9.330552E+00,1.229000E+02,1.652433E-01,1.206153E+01,1.029000E+02,2.471519E-01,1.425283E+01,8.830000E+01,4.940444E-01,1.511017E+01
bcoop,1.791000E+02,3.209307E-01,3.451771E+01,1.810000E+02,2.188725E-01,2.932004E+01,1.871000E+02,1.667134E-01,2.209857E+01,2.021000E+02,1.354499E-01,1.404230E+01,2.350000E+02,1.256750E-01,6.379421E+00
ucoop,2.229000E+02,1.359479E-01,5.446914E+00,1.932000E+02,1.489849E-01,7.504727E+00,1.741000E+02,1.754553E-01,9.188427E+00,1.613000E+02,2.212197E-01,1.066122E+01,1.514000E+02,3.208224E-01,1.187626E+01
