,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,9.690000E+01,1.240781E-01,1.818992E+01,7.140000E+01,1.401916E-01,2.826354E+01,5.930000E+01,1.970084E-01,3.749597E+01,5.250000E+01,3.368367E-01,4.459249E+01,4.790000E+01,7.688224E-01,4.569045E+01
gammam,8.350000E+01,7.688121E-01,2.589882E+01,8.090000E+01,3.254277E-01,2.806203E+01,8.160000E+01,1.880227E-01,2.575095E+01,8.890000E+01,1.359699E-01,2.118512E+01,1.095000E+02,1.233737E-01,1.512420E+01
gammamRNA,8.230000E+01,7.627915E-01,2.732693E+01,8.010000E+01,3.260697E-01,2.930414E+01,8.100000E+01,1.881904E-01,2.653727E+01,8.840000E+01,1.360103E-01,2.149771E+01,1.094000E+02,1.236256E-01,1.510659E+01
gammad,9.870000E+01,1.242498E-01,1.773087E+01,9.870000E+01,1.244861E-01,1.770222E+01,9.890000E+01,1.250546E-01,1.763359E+01,9.900000E+01,1.264398E-01,1.746990E+01,9.960000E+01,1.298359E-01,1.708086E+01
alphaass,1.176000E+02,1.303030E-01,1.382512E+01,8.940000E+01,1.252219E-01,2.035709E+01,7.520000E+01,1.386996E-01,2.597122E+01,6.680000E+01,1.682309E-01,3.088376E+01,6.160000E+01,2.221010E-01,3.483795E+01
alphadiss,5.720000E+01,6.354929E-01,3.684419E+01,5.920000E+01,2.956391E-01,3.695173E+01,6.470000E+01,1.841346E-01,3.243847E+01,7.590000E+01,1.374532E-01,2.563353E+01,1.002000E+02,1.244671E-01,1.734783E+01
phi0,1.002000E+02,1.245690E-01,1.734742E+01,7.350000E+01,1.361295E-01,2.701646E+01,6.090000E+01,1.829283E-01,3.595106E+01,5.370000E+01,2.925887E-01,4.331083E+01,4.910000E+01,5.857486E-01,4.641578E+01
f1,9.870000E+01,1.247975E-01,1.771106E+01,9.890000E+01,1.272274E-01,1.764655E+01,9.990000E+01,1.389774E-01,1.734454E+01,1.035000E+02,1.945723E-01,1.608981E+01,1.126000E+02,4.429784E-01,1.210337E+01
f2,1.200000E+02,2.065227E-01,1.051336E+01,9.390000E+01,1.113870E-01,2.003051E+01,7.920000E+01,8.098663E-02,3.067219E+01,6.980000E+01,7.074131E-02,4.284143E+01,6.380000E+01,7.094748E-02,5.668170E+01
f12,9.850000E+01,1.217109E-01,1.776306E+01,9.860000E+01,1.235440E-01,1.773568E+01,9.900000E+01,1.296627E-01,1.764303E+01,1.002000E+02,1.518061E-01,1.730878E+01,1.046000E+02,2.577755E-01,1.579218E+01
kb1,9.870000E+01,1.269762E-01,1.657820E+01,9.900000E+01,1.432359E-01,1.222179E+01,1.001000E+02,1.723883E-01,8.559682E+00,1.017000E+02,2.278376E-01,5.558721E+00,1.036000E+02,3.492502E-01,3.193231E+00
kb2,1.104000E+02,1.621409E-01,1.479579E+01,8.820000E+01,9.710015E-02,2.049013E+01,7.710000E+01,7.463602E-02,2.316614E+01,7.110000E+01,6.574270E-02,2.390455E+01,6.810000E+01,6.559580E-02,2.308552E+01
ku1,1.869000E+02,1.155486E-01,7.490221E+00,1.306000E+02,9.986131E-02,1.273496E+01,9.940000E+01,1.230282E-01,1.758070E+01,8.190000E+01,1.938933E-01,2.196286E+01,7.150000E+01,4.138910E-01,2.500134E+01
ku2,7.020000E+01,7.196350E-02,2.252385E+01,7.260000E+01,6.841852E-02,2.356493E+01,7.820000E+01,7.616130E-02,2.291472E+01,8.880000E+01,9.833028E-02,2.032478E+01,1.104000E+02,1.623786E-01,1.479095E+01
bcoop,8.470000E+01,5.932169E-01,7.914792E+01,8.520000E+01,3.007569E-01,6.270125E+01,8.640000E+01,1.954918E-01,4.573630E+01,8.980000E+01,1.463048E-01,3.121807E+01,9.670000E+01,1.256365E-01,1.971577E+01
ucoop,9.250000E+01,1.429680E-01,1.939321E+01,8.680000E+01,1.782098E-01,2.125680E+01,8.220000E+01,2.379049E-01,2.291887E+01,7.820000E+01,3.517710E-01,2.426621E+01,7.320000E+01,6.426010E-01,2.475171E+01
