,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,6.730000E+01,8.089661E-03,6.826765E-01,5.540000E+01,8.572833E-03,1.117331E+00,4.740000E+01,1.043984E-02,1.497321E+00,4.190000E+01,1.420126E-02,1.866728E+00,3.800000E+01,2.376723E-02,2.198070E+00
gammam,3.660000E+01,4.317599E-02,2.172553E+00,3.710000E+01,2.750832E-02,2.268893E+00,3.750000E+01,2.062753E-02,2.247503E+00,3.800000E+01,1.664408E-02,2.189649E+00,3.850000E+01,1.401087E-02,2.119333E+00
gammamRNA,3.760000E+01,2.590785E-02,2.225203E+00,4.050000E+01,1.570133E-02,1.964626E+00,4.440000E+01,1.159017E-02,1.658023E+00,4.980000E+01,9.394083E-03,1.348481E+00,5.730000E+01,8.195219E-03,1.025069E+00
gammad,3.690000E+01,3.253320E-02,2.258073E+00,3.690000E+01,3.254318E-02,2.255083E+00,3.690000E+01,3.256312E-02,2.248797E+00,3.680000E+01,3.261442E-02,2.233026E+00,3.690000E+01,3.273417E-02,2.195923E+00
alphaass,6.770000E+01,7.333029E-03,7.567830E-01,5.520000E+01,7.923619E-03,1.203119E+00,4.720000E+01,9.735341E-03,1.570817E+00,4.180000E+01,1.327887E-02,1.911160E+00,3.820000E+01,2.197945E-02,2.204455E+00
alphadiss,3.810000E+01,2.151734E-02,2.206844E+00,4.170000E+01,1.274712E-02,1.920287E+00,4.690000E+01,9.147634E-03,1.588275E+00,5.470000E+01,7.290453E-03,1.229216E+00,6.700000E+01,6.617047E-03,7.931182E-01
phi0,6.910000E+01,8.202154E-03,6.218972E-01,5.740000E+01,8.339664E-03,1.033458E+00,4.950000E+01,9.729732E-03,1.383982E+00,4.380000E+01,1.237224E-02,1.720952E+00,3.980000E+01,1.773123E-02,2.048296E+00
f1,4.220000E+01,4.045366E-02,4.695232E-01,4.090000E+01,2.887367E-02,8.337679E-01,3.940000E+01,2.523717E-02,1.252596E+00,3.810000E+01,2.527315E-02,1.713991E+00,3.710000E+01,3.030337E-02,2.178508E+00
f2,3.770000E+01,2.265458E-02,2.450793E+00,3.760000E+01,2.337985E-02,2.434515E+00,3.750000E+01,2.513143E-02,2.396236E+00,3.710000E+01,2.977015E-02,2.302729E+00,3.620000E+01,4.581807E-02,2.039119E+00
f12,3.690000E+01,3.255409E-02,2.251456E+00,3.690000E+01,3.255061E-02,2.251981E+00,3.690000E+01,3.253032E-02,2.254866E+00,3.690000E+01,3.240276E-02,2.273034E+00,3.740000E+01,3.159972E-02,2.394958E+00
kb1,4.480000E+01,2.485499E-02,5.640630E-01,4.310000E+01,1.739640E-02,1.063611E+00,4.070000E+01,1.625546E-02,1.520145E+00,3.870000E+01,1.774516E-02,1.908790E+00,3.730000E+01,2.348959E-02,2.203079E+00
kb2,3.640000E+01,2.440829E-02,2.054468E+00,3.540000E+01,1.709997E-02,1.496273E+00,3.480000E+01,1.459556E-02,9.861658E-01,3.420000E+01,1.464442E-02,5.677941E-01,3.320000E+01,1.902047E-02,2.640260E-01
ku1,3.730000E+01,2.393595E-02,2.217158E+00,3.850000E+01,1.759046E-02,1.923094E+00,4.050000E+01,1.601458E-02,1.527177E+00,4.280000E+01,1.723340E-02,1.056859E+00,4.420000E+01,2.563164E-02,5.353454E-01
ku2,4.500000E+01,1.065428E-02,1.668428E+00,4.240000E+01,1.260964E-02,1.840531E+00,4.030000E+01,1.564312E-02,2.015122E+00,3.840000E+01,2.105068E-02,2.176818E+00,3.680000E+01,3.446081E-02,2.247099E+00
bcoop,3.730000E+01,3.269260E-02,2.304619E+00,3.650000E+01,3.245429E-02,2.191385E+00,3.540000E+01,3.253173E-02,2.022947E+00,3.400000E+01,3.378838E-02,1.792713E+00,3.230000E+01,3.876407E-02,1.502993E+00
ucoop,3.670000E+01,1.520133E-02,1.950058E+00,3.630000E+01,2.024382E-02,2.100327E+00,3.640000E+01,2.566089E-02,2.194526E+00,3.670000E+01,2.969531E-02,2.234839E+00,3.680000E+01,3.185645E-02,2.248143E+00
