,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,1.646000E+02,7.629110E-04,3.824041E-02,1.372000E+02,8.754574E-04,6.251422E-02,1.194000E+02,1.118276E-03,8.279667E-02,1.060000E+02,1.613377E-03,9.763114E-02,9.310000E+01,3.039609E-03,9.620779E-02
gammam,9.710000E+01,2.069665E-03,1.076617E-01,1.053000E+02,1.011975E-03,1.145803E-01,1.149000E+02,6.537416E-04,1.069360E-01,1.298000E+02,4.745427E-04,9.384552E-02,1.560000E+02,3.743912E-04,7.327284E-02
gammamRNA,9.160000E+01,3.367722E-03,9.372597E-02,1.027000E+02,1.831613E-03,9.979591E-02,1.134000E+02,1.275193E-03,9.006462E-02,1.260000E+02,9.920217E-04,7.477296E-02,1.430000E+02,8.296391E-04,5.657280E-02
gammad,9.360000E+01,2.966964E-03,9.692428E-02,9.360000E+01,2.964856E-03,9.689905E-02,9.360000E+01,2.959777E-03,9.683183E-02,9.360000E+01,2.947606E-03,9.667027E-02,9.360000E+01,2.918974E-03,9.627201E-02
alphaass,1.693000E+02,5.607166E-04,4.442022E-02,1.404000E+02,6.745764E-04,6.949895E-02,1.218000E+02,9.018315E-04,8.900795E-02,1.080000E+02,1.359429E-03,1.023280E-01,9.510000E+01,2.673415E-03,9.925878E-02
alphadiss,9.620000E+01,2.503572E-03,1.006874E-01,1.090000E+02,1.293455E-03,1.020785E-01,1.231000E+02,8.565279E-04,8.819088E-02,1.423000E+02,6.368831E-04,6.824924E-02,1.726000E+02,5.298523E-04,4.240343E-02
phi0,1.673000E+02,7.605258E-04,3.620688E-02,1.386000E+02,8.640971E-04,6.101705E-02,1.203000E+02,1.098677E-03,8.168214E-02,1.067000E+02,1.574785E-03,9.707506E-02,9.390000E+01,2.916609E-03,9.706448E-02
f1,9.580000E+01,2.387604E-03,1.068441E-01,9.560000E+01,2.437329E-03,1.058900E-01,9.510000E+01,2.564987E-03,1.035083E-01,9.370000E+01,2.918259E-03,9.741399E-02,9.020000E+01,4.126798E-03,8.083650E-02
f2,1.285000E+02,1.861862E-03,2.389291E-02,1.183000E+02,1.599571E-03,4.505652E-02,1.095000E+02,1.667750E-03,6.754916E-02,1.015000E+02,2.016289E-03,8.818613E-02,9.240000E+01,3.174599E-03,9.618436E-02
f12,9.360000E+01,2.946984E-03,9.675908E-02,9.360000E+01,2.949699E-03,9.676763E-02,9.360000E+01,2.962460E-03,9.680986E-02,9.360000E+01,3.024647E-03,9.697412E-02,9.360000E+01,3.386647E-03,9.696745E-02
kb1,9.260000E+01,3.347592E-03,9.889422E-02,9.580000E+01,2.180982E-03,8.080079E-02,9.750000E+01,1.782741E-03,5.624158E-02,9.900000E+01,1.662978E-03,3.441762E-02,1.008000E+02,1.835949E-03,1.751683E-02
kb2,1.290000E+02,1.538484E-03,2.828590E-02,1.185000E+02,1.359970E-03,5.264894E-02,1.099000E+02,1.450881E-03,7.566004E-02,1.024000E+02,1.780194E-03,9.387948E-02,9.430000E+01,2.822929E-03,9.767326E-02
ku1,1.152000E+02,8.694746E-04,9.907634E-02,1.098000E+02,1.076824E-03,1.041895E-01,1.045000E+02,1.403522E-03,1.071879E-01,9.890000E+01,2.005910E-03,1.053911E-01,9.140000E+01,3.524563E-03,9.117098E-02
ku2,9.430000E+01,2.801759E-03,9.782092E-02,1.023000E+02,1.773124E-03,9.409041E-02,1.095000E+02,1.445397E-03,7.613726E-02,1.180000E+02,1.352069E-03,5.336652E-02,1.283000E+02,1.516681E-03,2.909092E-02
bcoop,9.360000E+01,2.985999E-03,9.824561E-02,9.350000E+01,2.781080E-03,8.610377E-02,9.350000E+01,2.619513E-03,6.858077E-02,9.420000E+01,2.628534E-03,4.781603E-02,9.560000E+01,3.040448E-03,2.742102E-02
ucoop,9.620000E+01,2.220727E-03,9.003148E-02,9.390000E+01,2.823782E-03,9.596378E-02,9.270000E+01,3.297293E-03,9.835808E-02,9.220000E+01,3.555418E-03,9.912323E-02,9.200000E+01,3.668015E-03,9.936437E-02
