,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,1.390000E+02,7.699504E-02,2.936272E-01,1.248000E+02,8.030060E-02,3.975754E-01,1.133000E+02,9.291588E-02,4.742978E-01,1.034000E+02,1.161038E-01,5.173866E-01,9.470000E+01,1.588298E-01,5.113404E-01
gammam,1.034000E+02,9.547605E-02,5.747552E-01,1.095000E+02,5.955291E-02,6.088618E-01,1.167000E+02,4.343231E-02,5.637891E-01,1.263000E+02,3.569901E-02,4.664856E-01,1.396000E+02,3.477760E-02,3.147358E-01
gammamRNA,9.380000E+01,1.669093E-01,5.063073E-01,1.023000E+02,1.197813E-01,5.195501E-01,1.119000E+02,9.466377E-02,4.800176E-01,1.234000E+02,8.090015E-02,4.049046E-01,1.374000E+02,7.657049E-02,3.013682E-01
gammad,1.009000E+02,1.249304E-01,5.264596E-01,1.009000E+02,1.253374E-01,5.213106E-01,1.010000E+02,1.263407E-01,5.095309E-01,1.012000E+02,1.290371E-01,4.825807E-01,1.015000E+02,1.377424E-01,4.206654E-01
alphaass,1.461000E+02,4.048004E-02,3.109989E-01,1.309000E+02,4.179702E-02,4.494912E-01,1.196000E+02,5.034241E-02,5.417944E-01,1.106000E+02,6.786202E-02,5.843156E-01,1.030000E+02,1.056478E-01,5.525759E-01
alphadiss,1.036000E+02,9.698111E-02,5.706041E-01,1.108000E+02,6.006971E-02,6.053227E-01,1.190000E+02,4.315680E-02,5.617754E-01,1.299000E+02,3.494571E-02,4.663137E-01,1.449000E+02,3.363022E-02,3.198853E-01
phi0,1.410000E+02,7.750544E-02,2.790115E-01,1.285000E+02,7.831111E-02,3.709152E-01,1.181000E+02,8.624454E-02,4.439365E-01,1.091000E+02,1.005879E-01,4.960486E-01,1.013000E+02,1.238595E-01,5.212553E-01
f1,1.056000E+02,1.344514E-01,4.197789E-01,9.980000E+01,1.248285E-01,5.443858E-01,9.390000E+01,1.306164E-01,6.374653E-01,8.820000E+01,1.515100E-01,6.861328E-01,8.220000E+01,1.999090E-01,6.615119E-01
f2,1.014000E+02,1.136864E-01,5.555882E-01,1.013000E+02,1.151645E-01,5.510747E-01,1.011000E+02,1.184805E-01,5.411655E-01,1.008000E+02,1.262437E-01,5.190530E-01,1.002000E+02,1.466144E-01,4.674796E-01
f12,1.009000E+02,1.254044E-01,5.214571E-01,1.009000E+02,1.261015E-01,5.201662E-01,1.009000E+02,1.279387E-01,5.167577E-01,1.007000E+02,1.330044E-01,5.073664E-01,1.005000E+02,1.489523E-01,4.782762E-01
kb1,1.118000E+02,1.286887E-01,3.890572E-01,1.059000E+02,1.212406E-01,4.758739E-01,1.000000E+02,1.267920E-01,5.267089E-01,9.450000E+01,1.439599E-01,5.379876E-01,8.890000E+01,1.794950E-01,4.999878E-01
kb2,9.700000E+01,1.938625E-01,1.863565E+00,9.860000E+01,1.396120E-01,1.630231E+00,9.920000E+01,1.183270E-01,1.291613E+00,9.970000E+01,1.114791E-01,9.397519E-01,1.007000E+02,1.192078E-01,6.028790E-01
ku1,8.980000E+01,1.778810E-01,4.957960E-01,9.530000E+01,1.420883E-01,5.339991E-01,1.010000E+02,1.252210E-01,5.213405E-01,1.067000E+02,1.202694E-01,4.683436E-01,1.127000E+02,1.290503E-01,3.785440E-01
ku2,1.214000E+02,5.283225E-02,5.608062E-01,1.160000E+02,6.225497E-02,5.775224E-01,1.106000E+02,7.593122E-02,5.801034E-01,1.053000E+02,9.707914E-02,5.614813E-01,9.990000E+01,1.340239E-01,5.083070E-01
bcoop,9.720000E+01,1.937603E-01,8.093053E-01,9.870000E+01,1.488468E-01,7.793901E-01,9.970000E+01,1.306619E-01,6.774460E-01,1.007000E+02,1.251605E-01,5.470885E-01,1.018000E+02,1.315700E-01,4.041493E-01
ucoop,1.282000E+02,6.388929E-02,2.734163E-01,1.207000E+02,6.427020E-02,3.775549E-01,1.138000E+02,7.160247E-02,4.587461E-01,1.076000E+02,8.657159E-02,5.145603E-01,1.016000E+02,1.188286E-01,5.258563E-01
