,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,3.620000E+01,1.149297E-01,3.667361E+00,3.180000E+01,8.986772E-02,7.788496E+00,2.790000E+01,1.041266E-01,1.224085E+01,2.480000E+01,1.524161E-01,1.688541E+01,2.230000E+01,3.058588E-01,2.064182E+01
gammam,2.250000E+01,7.346948E-01,1.559030E+01,2.310000E+01,3.709353E-01,1.854448E+01,2.340000E+01,2.366168E-01,1.914405E+01,2.360000E+01,1.688172E-01,1.883131E+01,2.390000E+01,1.286960E-01,1.811989E+01
gammamRNA,2.260000E+01,3.000896E-01,2.043541E+01,2.470000E+01,1.492493E-01,1.686801E+01,2.730000E+01,1.022378E-01,1.243992E+01,3.090000E+01,8.751814E-02,8.161715E+00,3.480000E+01,1.074633E-01,4.020414E+00
gammad,2.350000E+01,2.046137E-01,1.925400E+01,2.350000E+01,2.046288E-01,1.923076E+01,2.350000E+01,2.046974E-01,1.917093E+01,2.350000E+01,2.047943E-01,1.903788E+01,2.340000E+01,2.051378E-01,1.870958E+01
alphaass,3.580000E+01,1.006059E-01,4.134967E+00,3.150000E+01,8.046779E-02,8.535029E+00,2.780000E+01,9.404047E-02,1.285830E+01,2.490000E+01,1.375843E-01,1.692201E+01,2.290000E+01,2.743778E-01,1.975495E+01
alphadiss,2.290000E+01,2.723729E-01,1.973212E+01,2.490000E+01,1.363513E-01,1.689384E+01,2.770000E+01,9.316546E-02,1.286144E+01,3.140000E+01,7.968810E-02,8.554063E+00,3.570000E+01,9.980735E-02,4.142441E+00
phi0,3.620000E+01,1.146862E-01,3.680827E+00,3.180000E+01,8.986630E-02,7.819330E+00,2.790000E+01,1.044428E-01,1.229287E+01,2.480000E+01,1.535756E-01,1.695578E+01,2.230000E+01,3.116950E-01,2.067763E+01
f1,2.350000E+01,2.042016E-01,1.910007E+01,2.350000E+01,2.143910E-01,1.887062E+01,2.330000E+01,2.388487E-01,1.836361E+01,2.300000E+01,3.033628E-01,1.717456E+01,2.220000E+01,5.211143E-01,1.419965E+01
f2,2.560000E+01,3.523781E-01,5.218676E+00,2.510000E+01,2.296814E-01,9.469436E+00,2.420000E+01,1.983873E-01,1.468931E+01,2.320000E+01,2.126908E-01,2.056437E+01,2.230000E+01,3.077626E-01,2.578214E+01
f12,2.310000E+01,1.976417E-01,1.752237E+01,2.310000E+01,1.977348E-01,1.755568E+01,2.310000E+01,1.981478E-01,1.768147E+01,2.330000E+01,2.000140E-01,1.818650E+01,2.390000E+01,2.142697E-01,2.029409E+01
kb1,2.410000E+01,3.168160E-01,2.837140E+01,2.360000E+01,2.092233E-01,1.972923E+01,2.300000E+01,1.720550E-01,1.225446E+01,2.230000E+01,1.701620E-01,6.713827E+00,2.140000E+01,2.209279E-01,3.088156E+00
kb2,2.580000E+01,3.100647E-01,5.105981E+00,2.540000E+01,2.003110E-01,9.284436E+00,2.450000E+01,1.782302E-01,1.394742E+01,2.370000E+01,1.976432E-01,1.845841E+01,2.270000E+01,2.879541E-01,2.166012E+01
ku1,3.060000E+01,7.713662E-02,1.046223E+01,2.790000E+01,9.389258E-02,1.325051E+01,2.560000E+01,1.264863E-01,1.613700E+01,2.370000E+01,1.939942E-01,1.884686E+01,2.190000E+01,3.831186E-01,2.010662E+01
ku2,2.280000E+01,2.852193E-01,2.163006E+01,2.360000E+01,1.969099E-01,1.839466E+01,2.450000E+01,1.781650E-01,1.387260E+01,2.540000E+01,2.010120E-01,9.214757E+00,2.580000E+01,3.131262E-01,5.049311E+00
bcoop,2.370000E+01,2.206401E-01,1.961086E+01,2.340000E+01,1.995196E-01,1.884548E+01,2.310000E+01,1.797626E-01,1.723992E+01,2.260000E+01,1.735278E-01,1.458343E+01,2.190000E+01,2.111521E-01,1.097605E+01
ucoop,2.370000E+01,1.640264E-01,1.902108E+01,2.350000E+01,2.012848E-01,1.910932E+01,2.350000E+01,2.354188E-01,1.882724E+01,2.350000E+01,2.552205E-01,1.861284E+01,2.350000E+01,2.640793E-01,1.851024E+01
