,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,5.750000E+01,2.155015E-01,1.307720E+01,4.720000E+01,2.438643E-01,1.842516E+01,4.090000E+01,3.021510E-01,2.283148E+01,3.660000E+01,4.111266E-01,2.667180E+01,3.340000E+01,6.747887E-01,2.904960E+01
gammam,3.670000E+01,9.417931E-01,2.502974E+01,3.790000E+01,5.797118E-01,2.600603E+01,3.910000E+01,4.249798E-01,2.510784E+01,4.030000E+01,3.381553E-01,2.360428E+01,4.210000E+01,2.827160E-01,2.184357E+01
gammamRNA,3.270000E+01,8.742847E-01,2.871069E+01,3.490000E+01,5.442467E-01,2.851253E+01,3.710000E+01,4.035185E-01,2.646736E+01,3.970000E+01,3.240543E-01,2.388315E+01,4.320000E+01,2.732616E-01,2.104769E+01
gammad,4.180000E+01,2.896281E-01,2.211147E+01,4.180000E+01,2.897967E-01,2.209399E+01,4.180000E+01,2.901942E-01,2.205481E+01,4.180000E+01,2.911669E-01,2.195592E+01,4.180000E+01,2.935228E-01,2.172146E+01
alphaass,5.840000E+01,2.132144E-01,1.281503E+01,4.760000E+01,2.399446E-01,1.822077E+01,4.130000E+01,2.964499E-01,2.249108E+01,3.720000E+01,4.020411E-01,2.610827E+01,3.410000E+01,6.565394E-01,2.828613E+01
alphadiss,3.400000E+01,6.728081E-01,2.829433E+01,3.700000E+01,4.070197E-01,2.620945E+01,4.120000E+01,2.987297E-01,2.261068E+01,4.740000E+01,2.410943E-01,1.835322E+01,5.800000E+01,2.133955E-01,1.299040E+01
phi0,6.130000E+01,2.146441E-01,1.141627E+01,5.110000E+01,2.272907E-01,1.618349E+01,4.470000E+01,2.597995E-01,1.997453E+01,4.030000E+01,3.122940E-01,2.335099E+01,3.700000E+01,3.987842E-01,2.638074E+01
f1,4.660000E+01,4.039289E-01,1.074362E+01,4.280000E+01,3.064775E-01,1.915675E+01,4.000000E+01,2.675793E-01,2.811874E+01,3.800000E+01,2.542650E-01,3.796557E+01,3.640000E+01,2.689326E-01,4.871608E+01
f2,4.270000E+01,2.304101E-01,2.336842E+01,4.260000E+01,2.350469E-01,2.326073E+01,4.240000E+01,2.491503E-01,2.294636E+01,4.180000E+01,2.949104E-01,2.201322E+01,3.990000E+01,4.804867E-01,1.911368E+01
f12,4.170000E+01,2.905028E-01,2.191168E+01,4.180000E+01,2.903401E-01,2.194659E+01,4.170000E+01,2.896878E-01,2.209421E+01,4.210000E+01,2.870273E-01,2.272098E+01,4.320000E+01,2.782922E-01,2.547254E+01
kb1,5.180000E+01,3.319088E-01,1.131903E+01,4.650000E+01,2.825246E-01,1.747126E+01,4.270000E+01,2.840779E-01,2.131943E+01,4.000000E+01,3.169128E-01,2.374910E+01,3.830000E+01,4.206235E-01,2.474033E+01
kb2,4.390000E+01,4.479291E-01,3.210353E+01,4.230000E+01,3.233622E-01,2.569868E+01,4.150000E+01,2.696275E-01,1.896084E+01,4.130000E+01,2.532923E-01,1.225650E+01,4.060000E+01,3.037409E-01,5.918879E+00
ku1,3.860000E+01,4.159411E-01,2.482068E+01,4.020000E+01,3.155711E-01,2.372538E+01,4.260000E+01,2.837493E-01,2.124748E+01,4.640000E+01,2.828972E-01,1.738176E+01,5.160000E+01,3.336035E-01,1.121623E+01
ku2,6.840000E+01,2.027757E-01,9.440240E+00,5.630000E+01,2.052920E-01,1.434058E+01,4.730000E+01,2.366292E-01,1.859962E+01,4.100000E+01,3.037126E-01,2.275960E+01,3.630000E+01,4.703568E-01,2.658482E+01
bcoop,4.200000E+01,3.040947E-01,2.291477E+01,4.170000E+01,2.582789E-01,1.983337E+01,4.180000E+01,2.256587E-01,1.578343E+01,4.260000E+01,2.135488E-01,1.093096E+01,4.420000E+01,2.557549E-01,5.642314E+00
ucoop,4.180000E+01,2.903491E-01,2.213919E+01,4.190000E+01,3.659899E-01,2.400387E+01,4.250000E+01,4.348154E-01,2.508888E+01,4.310000E+01,4.802125E-01,2.558599E+01,4.330000E+01,5.028079E-01,2.577950E+01
