,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,7.569500E+02,8.092932E-04,7.470237E-03,5.938000E+02,9.706902E-04,8.565833E-03,5.049000E+02,1.203438E-03,8.682419E-03,4.458000E+02,1.548415E-03,8.244768E-03,4.023000E+02,2.110376E-03,7.279192E-03
gammam,4.209500E+02,1.965327E-03,7.300286E-03,4.613000E+02,1.422959E-03,8.454657E-03,5.174000E+02,1.103176E-03,9.099697E-03,6.036500E+02,8.880456E-04,9.239468E-03,7.653500E+02,7.388546E-04,8.400319E-03
gammamRNA,4.050000E+02,2.066213E-03,7.351387E-03,4.478000E+02,1.531669E-03,8.270785E-03,5.058000E+02,1.198556E-03,8.688959E-03,5.925000E+02,9.714418E-04,8.579373E-03,7.490000E+02,8.122993E-04,7.550259E-03
gammad,4.581000E+02,1.450058E-03,8.402257E-03,4.581000E+02,1.450162E-03,8.397917E-03,4.583000E+02,1.450407E-03,8.387426E-03,4.588000E+02,1.451003E-03,8.362118E-03,4.598000E+02,1.452447E-03,8.301223E-03
alphaass,7.382000E+02,7.666500E-04,8.401709E-03,5.916500E+02,9.252820E-04,9.120612E-03,5.086000E+02,1.153933E-03,8.965719E-03,4.528000E+02,1.497167E-03,8.296293E-03,4.115000E+02,2.076209E-03,7.122096E-03
alphadiss,4.170500E+02,2.053224E-03,7.064276E-03,4.580000E+02,1.452330E-03,8.390008E-03,5.135000E+02,1.107774E-03,9.179698E-03,5.960500E+02,8.786556E-04,9.454481E-03,7.420500E+02,7.201120E-04,8.823220E-03
phi0,7.400000E+02,8.186791E-04,7.613606E-03,5.893500E+02,9.783800E-04,8.583495E-03,5.045000E+02,1.205068E-03,8.681361E-03,4.472000E+02,1.536663E-03,8.263441E-03,4.045000E+02,2.066585E-03,7.352439E-03
f1,5.343000E+02,1.401322E-03,6.277997E-03,4.454000E+02,1.475693E-03,8.742762E-03,3.840000E+02,1.696871E-03,1.023023E-02,3.374000E+02,2.086331E-03,1.077690E-02,2.999000E+02,2.808264E-03,1.020227E-02
f2,4.582000E+02,1.448965E-03,8.401913E-03,4.581000E+02,1.453547E-03,8.376807E-03,4.578000E+02,1.468792E-03,8.294192E-03,4.569000E+02,1.520595E-03,8.024330E-03,4.540000E+02,1.709927E-03,7.163335E-03
f12,4.916000E+02,6.014490E-04,1.401848E-02,4.913000E+02,6.050445E-04,1.398730E-02,4.906000E+02,6.166910E-04,1.388627E-02,4.879000E+02,6.561905E-04,1.354529E-02,4.790000E+02,8.137824E-04,1.224139E-02
kb1,5.869000E+02,1.282482E-03,6.709565E-03,4.947000E+02,1.364782E-03,8.103699E-03,4.349000E+02,1.533433E-03,8.455349E-03,3.914000E+02,1.795773E-03,8.137357E-03,3.571000E+02,2.232962E-03,7.247320E-03
kb2,4.345000E+02,1.393865E-03,9.103639E-02,4.239000E+02,1.197902E-03,6.878061E-02,4.235000E+02,1.128690E-03,4.697326E-02,4.304000E+02,1.134896E-03,2.828508E-02,4.460000E+02,1.259520E-03,1.383847E-02
ku1,4.253500E+02,1.983181E-03,6.854638E-03,4.527000E+02,1.503453E-03,8.231625E-03,4.891000E+02,1.254659E-03,8.919596E-03,5.417000E+02,1.105631E-03,8.878000E-03,6.262500E+02,1.033963E-03,7.584208E-03
ku2,4.700000E+02,1.367054E-03,8.443095E-03,4.478000E+02,1.536295E-03,8.324323E-03,4.265000E+02,1.762583E-03,8.080378E-03,4.059000E+02,2.072848E-03,7.648369E-03,3.860500E+02,2.595806E-03,6.862472E-03
bcoop,3.245000E+02,1.953389E-03,9.288730E-02,3.434000E+02,1.344794E-03,7.542796E-02,3.616000E+02,1.185281E-03,5.132560E-02,3.895000E+02,1.151766E-03,2.998009E-02,4.316000E+02,1.258680E-03,1.401099E-02
ucoop,5.696000E+02,1.109116E-03,6.528578E-03,5.175000E+02,1.208406E-03,7.542732E-03,4.714000E+02,1.378312E-03,8.252299E-03,4.301000E+02,1.665736E-03,8.541819E-03,3.914000E+02,2.231379E-03,8.040907E-03
