,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,1.336000E+02,3.846232E-03,4.126377E-01,9.890000E+01,5.281908E-03,5.042969E-01,8.090000E+01,7.729377E-03,5.551326E-01,6.900000E+01,1.242987E-02,5.589070E-01,6.010000E+01,2.408404E-02,4.889458E-01
gammam,7.330000E+01,2.102559E-02,4.410927E-01,7.890000E+01,1.071057E-02,5.198951E-01,8.740000E+01,6.594243E-03,5.370624E-01,1.020000E+02,4.476031E-03,5.148700E-01,1.329000E+02,3.249394E-03,4.551679E-01
gammamRNA,6.430000E+01,2.327772E-02,4.898780E-01,7.160000E+01,1.217375E-02,5.557212E-01,8.200000E+01,7.632526E-03,5.524245E-01,9.850000E+01,5.237851E-03,5.057783E-01,1.314000E+02,3.813132E-03,4.212869E-01
gammad,8.800000E+01,6.416995E-03,5.381573E-01,8.800000E+01,6.418454E-03,5.378984E-01,8.800000E+01,6.421982E-03,5.372836E-01,8.810000E+01,6.430443E-03,5.358239E-01,8.810000E+01,6.451009E-03,5.323015E-01
alphaass,1.364000E+02,3.499638E-03,4.225014E-01,1.012000E+02,4.922220E-03,5.063175E-01,8.310000E+01,7.403495E-03,5.443560E-01,7.150000E+01,1.219345E-02,5.347850E-01,6.290000E+01,2.392396E-02,4.587278E-01
alphadiss,6.320000E+01,2.533562E-02,4.441652E-01,7.170000E+01,1.270471E-02,5.256073E-01,8.320000E+01,7.496599E-03,5.422411E-01,1.009000E+02,4.786386E-03,5.097705E-01,1.352000E+02,3.247785E-03,4.281287E-01
phi0,1.361000E+02,3.796635E-03,4.072655E-01,9.970000E+01,5.216878E-03,5.017585E-01,8.120000E+01,7.644493E-03,5.543435E-01,6.920000E+01,1.231688E-02,5.593381E-01,6.010000E+01,2.393783E-02,4.898835E-01
f1,1.334000E+02,7.567480E-03,1.886985E-01,1.096000E+02,6.213072E-03,3.320879E-01,9.400000E+01,6.172600E-03,4.722803E-01,8.240000E+01,6.900734E-03,6.013058E-01,7.280000E+01,8.626996E-03,6.981758E-01
f2,8.860000E+01,5.707516E-03,5.635437E-01,8.860000E+01,5.764168E-03,5.613062E-01,8.840000E+01,6.016055E-03,5.516993E-01,8.770000E+01,7.166573E-03,5.115936E-01,8.560000E+01,1.291221E-02,3.769221E-01
f12,8.810000E+01,6.430997E-03,5.365721E-01,8.810000E+01,6.506104E-03,5.347303E-01,8.800000E+01,6.744094E-03,5.290165E-01,8.780000E+01,7.545106E-03,5.104238E-01,8.690000E+01,1.087994E-02,4.439651E-01
kb1,1.245000E+02,7.536191E-03,3.509116E-01,9.790000E+01,6.568881E-03,4.912738E-01,8.300000E+01,6.446578E-03,5.526663E-01,7.310000E+01,6.946081E-03,5.506274E-01,6.580000E+01,8.738575E-03,4.864076E-01
kb2,9.270000E+01,6.903410E-03,2.239634E+00,8.970000E+01,6.152677E-03,1.506105E+00,8.820000E+01,6.021985E-03,9.149366E-01,8.810000E+01,6.566238E-03,4.825325E-01,8.930000E+01,8.645664E-03,2.027575E-01
ku1,8.170000E+01,1.162392E-02,4.066775E-01,8.650000E+01,7.045344E-03,5.182734E-01,9.250000E+01,5.548409E-03,5.563479E-01,1.025000E+02,5.088362E-03,5.302555E-01,1.225000E+02,5.382033E-03,4.248126E-01
ku2,1.586000E+02,1.963868E-03,4.129534E-01,1.279000E+02,2.530070E-03,4.689737E-01,1.062000E+02,3.623704E-03,5.146873E-01,8.970000E+01,5.992549E-03,5.367847E-01,7.570000E+01,1.278901E-02,5.015437E-01
bcoop,7.660000E+01,1.061999E-02,2.304684E+00,7.810000E+01,7.716319E-03,1.720064E+00,8.050000E+01,6.666535E-03,1.176906E+00,8.470000E+01,6.341742E-03,7.366318E-01,9.130000E+01,6.644847E-03,4.127469E-01
ucoop,9.820000E+01,4.411332E-03,5.203777E-01,9.040000E+01,5.813077E-03,5.340133E-01,8.360000E+01,7.964835E-03,5.378088E-01,7.720000E+01,1.178121E-02,5.215176E-01,7.010000E+01,2.097459E-02,4.566096E-01
