,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,1.118000E+02,5.155510E-01,8.950433E+00,9.100000E+01,5.708774E-01,1.265898E+01,7.920000E+01,7.017772E-01,1.543943E+01,7.090000E+01,9.458390E-01,1.715658E+01,6.390000E+01,1.491571E+00,1.687814E+01
gammam,7.030000E+01,1.426056E+00,1.540062E+01,7.670000E+01,9.169491E-01,1.562220E+01,8.450000E+01,6.837801E-01,1.414248E+01,9.570000E+01,5.587678E-01,1.168836E+01,1.165000E+02,5.089158E-01,8.302149E+00
gammamRNA,7.110000E+01,1.545528E+00,1.476352E+01,7.750000E+01,9.564403E-01,1.533294E+01,8.520000E+01,6.976949E-01,1.399031E+01,9.620000E+01,5.616013E-01,1.160946E+01,1.164000E+02,5.055713E-01,8.291639E+00
gammad,1.049000E+02,5.219744E-01,9.993144E+00,1.050000E+02,5.233957E-01,9.959996E+00,1.052000E+02,5.268458E-01,9.880313E+00,1.056000E+02,5.352923E-01,9.689542E+00,1.066000E+02,5.563590E-01,9.240345E+00
alphaass,1.184000E+02,5.147937E-01,8.082881E+00,9.690000E+01,5.441777E-01,1.142499E+01,8.500000E+01,6.328396E-01,1.398268E+01,7.680000E+01,7.858535E-01,1.584327E+01,7.050000E+01,1.058357E+00,1.673976E+01
alphadiss,6.620000E+01,1.461645E+00,1.626313E+01,7.300000E+01,9.286983E-01,1.652461E+01,8.120000E+01,6.910132E-01,1.489531E+01,9.290000E+01,5.640695E-01,1.221867E+01,1.146000E+02,5.137041E-01,8.566081E+00
phi0,1.148000E+02,5.154317E-01,8.528038E+00,9.170000E+01,5.660761E-01,1.248857E+01,7.930000E+01,7.001694E-01,1.541761E+01,7.060000E+01,9.575153E-01,1.718929E+01,6.350000E+01,1.564478E+00,1.670246E+01
f1,1.052000E+02,5.088840E-01,1.002402E+01,1.051000E+02,5.111125E-01,1.002062E+01,1.049000E+02,5.199310E-01,1.000710E+01,1.041000E+02,5.560190E-01,9.946744E+00,1.007000E+02,7.263976E-01,9.580077E+00
f2,1.080000E+02,5.402651E-01,9.195133E+00,9.070000E+01,4.596266E-01,1.501031E+01,8.030000E+01,4.469431E-01,2.075719E+01,7.270000E+01,4.761447E-01,2.644426E+01,6.620000E+01,5.706193E-01,3.151996E+01
f12,1.049000E+02,5.216289E-01,1.000495E+01,1.049000E+02,5.242443E-01,1.001045E+01,1.048000E+02,5.330325E-01,1.002822E+01,1.046000E+02,5.639764E-01,1.008090E+01,1.037000E+02,6.945288E-01,1.016287E+01
kb1,1.090000E+02,8.065571E-01,1.861024E+01,1.071000E+02,5.996764E-01,1.526695E+01,1.053000E+02,5.297028E-01,1.163991E+01,1.047000E+02,5.307998E-01,8.137422E+00,1.049000E+02,6.328388E-01,4.940743E+00
kb2,1.196000E+02,5.720102E-01,7.641996E+00,1.013000E+02,5.169410E-01,1.065746E+01,9.080000E+01,5.365961E-01,1.271435E+01,8.340000E+01,6.228433E-01,1.390122E+01,7.680000E+01,8.683779E-01,1.368479E+01
ku1,1.448000E+02,3.708043E-01,3.996505E+00,1.282000E+02,3.373378E-01,6.363577E+00,1.158000E+02,3.796585E-01,8.244134E+00,1.064000E+02,4.912047E-01,9.777803E+00,9.710000E+01,7.789985E-01,1.085540E+01
ku2,8.200000E+01,8.808926E-01,1.311482E+01,8.780000E+01,6.291550E-01,1.336596E+01,9.400000E+01,5.401459E-01,1.230066E+01,1.030000E+02,5.192083E-01,1.039625E+01,1.189000E+02,5.727698E-01,7.539622E+00
bcoop,1.006000E+02,8.613353E-01,1.334551E+01,1.039000E+02,5.797357E-01,1.120317E+01,1.061000E+02,4.840911E-01,8.690870E+00,1.096000E+02,4.664336E-01,6.160383E+00,1.149000E+02,5.395611E-01,3.756359E+00
ucoop,1.106000E+02,4.202661E-01,9.395244E+00,1.060000E+02,4.964390E-01,9.892410E+00,1.017000E+02,6.138333E-01,1.028437E+01,9.670000E+01,8.185653E-01,1.048125E+01,8.920000E+01,1.284237E+00,1.009560E+01
