,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,6.920000E+01,8.405530E-03,4.298500E+00,5.010000E+01,1.167186E-02,5.859525E+00,4.020000E+01,1.847769E-02,7.200292E+00,3.380000E+01,3.370234E-02,8.076625E+00,2.900000E+01,7.684496E-02,7.814113E+00
gammam,2.910000E+01,2.184438E-01,5.355904E+00,2.960000E+01,1.303271E-01,6.521559E+00,3.010000E+01,8.976034E-02,7.269567E+00,3.070000E+01,6.627204E-02,7.767923E+00,3.130000E+01,5.109479E-02,8.083160E+00
gammamRNA,3.070000E+01,6.741101E-02,7.810330E+00,3.340000E+01,2.881825E-02,8.176438E+00,3.770000E+01,1.618855E-02,7.444114E+00,4.500000E+01,1.059081E-02,6.334084E+00,6.010000E+01,7.739329E-03,5.042733E+00
gammad,3.150000E+01,4.620393E-02,8.248972E+00,3.150000E+01,4.624536E-02,8.241161E+00,3.150000E+01,4.634808E-02,8.223122E+00,3.150000E+01,4.659528E-02,8.178333E+00,3.160000E+01,4.720551E-02,8.070780E+00
alphaass,7.450000E+01,6.735790E-03,4.345931E+00,5.500000E+01,8.624910E-03,5.685038E+00,4.500000E+01,1.215668E-02,6.831173E+00,3.860000E+01,1.860127E-02,7.735669E+00,3.400000E+01,3.116712E-02,8.220802E+00
alphadiss,2.870000E+01,1.011582E-01,7.176088E+00,3.140000E+01,4.809251E-02,8.143517E+00,3.490000E+01,2.732668E-02,8.168891E+00,3.930000E+01,1.710033E-02,7.629358E+00,4.550000E+01,1.151516E-02,6.758147E+00
phi0,6.920000E+01,8.408929E-03,4.301270E+00,5.000000E+01,1.169801E-02,5.867146E+00,4.010000E+01,1.857195E-02,7.211099E+00,3.370000E+01,3.402493E-02,8.082738E+00,2.900000E+01,7.825721E-02,7.791651E+00
f1,4.770000E+01,7.503958E-02,2.000484E+00,4.110000E+01,4.375857E-02,3.687526E+00,3.650000E+01,3.655953E-02,5.625504E+00,3.290000E+01,4.119665E-02,7.556924E+00,2.950000E+01,6.371282E-02,8.728517E+00
f2,3.160000E+01,4.530556E-02,8.261274E+00,3.160000E+01,4.651176E-02,8.175856E+00,3.150000E+01,5.106405E-02,7.873127E+00,3.110000E+01,6.909157E-02,6.911285E+00,3.070000E+01,1.499946E-01,4.726127E+00
f12,3.160000E+01,4.687176E-02,8.154685E+00,3.150000E+01,4.793720E-02,8.101578E+00,3.150000E+01,5.081160E-02,7.966032E+00,3.150000E+01,5.924278E-02,7.590900E+00,3.150000E+01,9.110406E-02,6.466007E+00
kb1,4.990000E+01,9.000880E-02,3.942930E+00,4.220000E+01,5.281980E-02,6.332602E+00,3.710000E+01,4.302645E-02,7.838251E+00,3.320000E+01,4.319487E-02,8.339402E+00,3.030000E+01,5.334624E-02,7.691821E+00
kb2,3.290000E+01,5.461897E-02,1.321438E+01,3.180000E+01,4.754389E-02,9.182602E+00,3.110000E+01,4.631883E-02,5.862942E+00,3.060000E+01,5.155109E-02,3.346901E+00,3.030000E+01,7.193969E-02,1.576421E+00
ku1,3.160000E+01,4.427872E-02,8.326269E+00,3.290000E+01,2.685241E-02,9.504710E+00,3.520000E+01,2.347893E-02,9.133814E+00,3.930000E+01,2.768432E-02,7.678146E+00,4.650000E+01,4.963808E-02,4.985701E+00
ku2,5.580000E+01,5.256424E-03,6.129280E+00,4.680000E+01,7.848173E-03,7.006824E+00,4.000000E+01,1.314045E-02,7.831455E+00,3.480000E+01,2.538570E-02,8.333805E+00,3.040000E+01,6.233384E-02,7.869227E+00
bcoop,3.050000E+01,6.671432E-02,1.520158E+01,3.090000E+01,5.308119E-02,1.186001E+01,3.140000E+01,4.728282E-02,8.756981E+00,3.230000E+01,4.602356E-02,6.117231E+00,3.380000E+01,4.959327E-02,3.990733E+00
ucoop,3.590000E+01,1.845157E-02,8.099589E+00,3.410000E+01,2.550086E-02,8.264817E+00,3.250000E+01,3.667202E-02,8.275062E+00,3.090000E+01,5.685356E-02,8.000328E+00,2.910000E+01,1.049963E-01,7.104718E+00
