,p1_per,p1_min,p1_max,p2_per,p2_min,p2_max,p3_per,p3_min,p3_max,p4_per,p4_min,p4_max,p5_per,p5_min,p5_max
beta,3.485750E+02,4.874598E-04,4.874604E-04,8.726500E+02,6.290469E-04,2.489474E-01,6.948500E+02,8.630499E-04,2.444917E-01,5.696500E+02,1.356647E-03,2.283629E-01,4.379500E+02,3.136594E-03,1.709794E-01
gammam,4.201000E+02,3.671672E-03,1.577371E-01,5.331000E+02,1.652981E-03,2.170992E-01,6.302000E+02,1.051745E-03,2.388419E-01,7.424000E+02,7.715624E-04,2.473239E-01,9.042500E+02,6.049209E-04,2.504236E-01
gammamRNA,4.313000E+02,3.315317E-03,1.664604E-01,5.639500E+02,1.396043E-03,2.269107E-01,6.874500E+02,8.797752E-04,2.440671E-01,8.598500E+02,6.388683E-04,2.489889E-01,1.192300E+03,4.941623E-04,2.469164E-01
gammad,6.383000E+02,1.020890E-03,2.403980E-01,6.383000E+02,1.020864E-03,2.403845E-01,6.383000E+02,1.020793E-03,2.403513E-01,6.384000E+02,1.020623E-03,2.402725E-01,3.316500E+02,1.020210E-03,1.020212E-03
alphaass,1.225150E+03,4.864766E-04,2.466765E-01,8.756500E+02,6.261987E-04,2.492471E-01,6.982000E+02,8.554383E-04,2.447766E-01,5.736000E+02,1.331590E-03,2.291706E-01,4.443500E+02,2.986439E-03,1.747604E-01
alphadiss,4.411500E+02,3.072358E-03,1.722480E-01,5.724000E+02,1.341557E-03,2.286616E-01,6.986500E+02,8.526072E-04,2.449887E-01,8.787000E+02,6.190502E-04,2.497256E-01,1.235025E+03,4.772975E-04,2.470167E-01
phi0,1.214950E+03,4.893339E-04,2.463765E-01,8.665500E+02,6.338021E-04,2.489136E-01,6.896000E+02,8.748999E-04,2.441747E-01,5.639500E+02,1.394799E-03,2.269840E-01,4.290500E+02,3.370046E-03,1.651429E-01
f1,6.402500E+02,1.012157E-03,2.404708E-01,6.395000E+02,1.016270E-03,2.401702E-01,6.365500E+02,1.033350E-03,2.389275E-01,6.243000E+02,1.108035E-03,2.336531E-01,5.705000E+02,1.525788E-03,2.081905E-01
f2,1.346800E+03,5.067843E-04,1.629604E-01,9.907750E+02,5.852130E-04,1.956469E-01,7.935500E+02,7.154733E-04,2.222772E-01,6.534500E+02,9.725191E-04,2.391429E-01,5.164500E+02,1.821073E-03,2.223743E-01
f12,6.480000E+02,9.599016E-04,2.440079E-01,6.464500E+02,9.697587E-04,2.433233E-01,6.416000E+02,1.001716E-03,2.411327E-01,6.257000E+02,1.113399E-03,2.337953E-01,5.684500E+02,1.638353E-03,2.046163E-01
kb1,6.371000E+02,1.095451E-03,2.610743E-01,6.412500E+02,9.116808E-04,1.773897E-01,6.412500E+02,8.803640E-04,1.058846E-01,6.351000E+02,9.405643E-04,5.423391E-02,6.252500E+02,1.160162E-03,2.209012E-02
kb2,1.294925E+03,6.387749E-04,2.417341E-01,9.425000E+02,7.032927E-04,2.495924E-01,7.638000E+02,8.047743E-04,2.490758E-01,6.458500E+02,9.994625E-04,2.408921E-01,5.360000E+02,1.623028E-03,2.103743E-01
ku1,7.212500E+02,6.721210E-04,2.557508E-01,6.843500E+02,7.999113E-04,2.497579E-01,6.442000E+02,9.896389E-04,2.412355E-01,5.952000E+02,1.326232E-03,2.267890E-01,5.162000E+02,2.218902E-03,1.925198E-01
ku2,5.904500E+02,1.411387E-03,2.130255E-01,6.836500E+02,8.055001E-04,2.611193E-01,7.743500E+02,6.016467E-04,2.916157E-01,9.016000E+02,4.898052E-04,3.139295E-01,1.135125E+03,4.169383E-04,3.258425E-01
bcoop,6.446000E+02,9.374452E-04,2.228242E-01,6.622500E+02,8.052053E-04,1.562655E-01,6.830000E+02,7.699879E-04,9.523597E-02,4.432000E+02,7.988939E-04,4.839920E-02,7.553000E+02,9.398508E-04,1.865019E-02
ucoop,6.424000E+02,1.003710E-03,2.403761E-01,6.051000E+02,1.206240E-03,2.340353E-01,5.606000E+02,1.550517E-03,2.217617E-01,4.983500E+02,2.296515E-03,1.950771E-01,4.045500E+02,4.651838E-03,1.370697E-01
