,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,5.183E+00,1.063E+02,3.454E+02,5.918E+00,7.932E+01,4.255E+02,6.870E+00,6.116E+01,4.990E+02,8.187E+00,4.710E+01,5.704E+02,1.027E+01,3.501E+01,6.417E+02
gammam,1.010E+01,3.600E+01,6.277E+02,7.928E+00,4.895E+01,5.661E+02,6.570E+00,6.403E+01,5.021E+02,5.598E+00,8.356E+01,4.338E+02,4.852E+00,1.126E+02,3.564E+02
gammamRNA,1.022E+01,3.522E+01,6.404E+02,8.219E+00,4.685E+01,5.718E+02,6.933E+00,6.026E+01,5.031E+02,5.997E+00,7.732E+01,4.327E+02,5.271E+00,1.018E+02,3.568E+02
gammad,1.105E+01,2.615E+01,1.153E+03,1.034E+01,2.946E+01,9.794E+02,9.582E+00,3.443E+01,7.923E+02,8.791E+00,4.262E+01,5.988E+02,7.975E+00,5.889E+01,4.029E+02
alphaass,4.899E+00,1.116E+02,3.572E+02,5.662E+00,8.242E+01,4.362E+02,6.663E+00,6.287E+01,5.059E+02,8.076E+00,4.778E+01,5.713E+02,1.039E+01,3.475E+01,6.341E+02
alphadiss,1.041E+01,3.469E+01,6.344E+02,8.063E+00,4.789E+01,5.708E+02,6.640E+00,6.321E+01,5.045E+02,5.634E+00,8.319E+01,4.338E+02,4.868E+00,1.134E+02,3.532E+02
phi0,5.257E+00,1.025E+02,3.551E+02,6.015E+00,7.691E+01,4.342E+02,7.002E+00,5.933E+01,5.075E+02,8.385E+00,4.557E+01,5.790E+02,1.064E+01,3.355E+01,6.506E+02
fm,8.774E+00,4.286E+01,5.946E+02,8.778E+00,4.284E+01,5.947E+02,8.798E+00,4.272E+01,5.949E+02,8.902E+00,4.214E+01,5.961E+02,9.481E+00,3.920E+01,6.019E+02
fd,7.086E+00,9.544E+01,3.484E+02,7.563E+00,6.902E+01,4.429E+02,8.185E+00,5.212E+01,5.316E+02,9.055E+00,3.964E+01,6.196E+02,1.045E+01,2.941E+01,7.090E+02
Km,9.098E+00,3.903E+01,6.314E+02,9.087E+00,3.915E+01,6.303E+02,9.045E+00,3.961E+01,6.257E+02,8.882E+00,4.149E+01,6.074E+02,8.324E+00,4.993E+01,5.355E+02
Kd,6.508E+00,1.262E+02,3.940E+02,6.968E+00,8.826E+01,4.703E+02,7.579E+00,6.432E+01,5.302E+02,8.446E+00,4.704E+01,5.812E+02,9.865E+00,3.341E+01,6.261E+02
kbm,8.773E+00,4.286E+01,5.946E+02,8.773E+00,4.286E+01,5.946E+02,8.773E+00,4.286E+01,5.946E+02,8.773E+00,4.286E+01,5.946E+02,8.773E+00,4.286E+01,5.946E+02
kbd,8.773E+00,4.286E+01,5.946E+02,8.773E+00,4.286E+01,5.946E+02,8.773E+00,4.286E+01,5.946E+02,8.773E+00,4.286E+01,5.946E+02,8.773E+00,4.286E+01,5.946E+02
