,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,1.849E-01,4.452E+01,3.353E+02,2.492E-01,2.634E+01,5.201E+02,3.440E-01,1.669E+01,7.338E+02,4.949E-01,1.060E+01,9.888E+02,7.768E-01,6.327E+00,1.296E+03
gammam,7.671E-01,6.532E+00,1.126E+03,4.905E-01,1.086E+01,9.056E+02,3.411E-01,1.701E+01,7.031E+02,2.469E-01,2.666E+01,5.184E+02,1.830E-01,4.445E+01,3.476E+02
gammamRNA,7.945E-01,6.172E+00,1.310E+03,5.055E-01,1.034E+01,1.004E+03,3.516E-01,1.622E+01,7.488E+02,2.551E-01,2.542E+01,5.350E+02,1.896E-01,4.228E+01,3.507E+02
gammad,2.633E-01,2.298E+01,6.908E+02,2.627E-01,2.369E+01,6.124E+02,2.617E-01,2.503E+01,5.083E+02,2.600E-01,2.771E+01,3.833E+02,2.570E-01,3.412E+01,2.478E+02
alphaass,3.052E-01,1.958E+01,6.436E+02,3.839E-01,1.443E+01,7.799E+02,4.938E-01,1.059E+01,9.243E+02,6.595E-01,7.571E+00,1.077E+03,9.516E-01,5.057E+00,1.237E+03
alphadiss,7.727E-01,6.345E+00,1.151E+03,4.962E-01,1.053E+01,9.269E+02,3.465E-01,1.648E+01,7.194E+02,2.520E-01,2.591E+01,5.290E+02,1.876E-01,4.363E+01,3.514E+02
phi0,1.902E-01,4.202E+01,3.526E+02,2.557E-01,2.533E+01,5.365E+02,3.522E-01,1.619E+01,7.499E+02,5.058E-01,1.033E+01,1.004E+03,7.938E-01,6.177E+00,1.310E+03
fm,2.622E-01,2.439E+01,5.527E+02,2.623E-01,2.438E+01,5.527E+02,2.630E-01,2.429E+01,5.531E+02,2.682E-01,2.373E+01,5.553E+02,3.066E-01,2.022E+01,5.701E+02
fd,2.504E-01,4.983E+01,2.951E+02,2.558E-01,3.387E+01,4.169E+02,2.619E-01,2.465E+01,5.478E+02,2.691E-01,1.853E+01,6.939E+02,2.775E-01,1.419E+01,8.588E+02
Km,2.655E-01,2.111E+01,6.317E+02,2.653E-01,2.130E+01,6.266E+02,2.647E-01,2.183E+01,6.125E+02,2.630E-01,2.346E+01,5.729E+02,2.584E-01,2.937E+01,4.646E+02
Kd,2.473E-01,5.133E+01,4.383E+02,2.622E-01,2.436E+01,5.529E+02,2.846E-01,1.240E+01,6.348E+02,3.217E-01,6.341E+00,6.967E+02,3.956E-01,3.061E+00,7.444E+02
kbm,2.622E-01,2.439E+01,5.527E+02,2.622E-01,2.439E+01,5.527E+02,2.622E-01,2.439E+01,5.527E+02,2.622E-01,2.439E+01,5.527E+02,2.622E-01,2.439E+01,5.527E+02
kbd,2.622E-01,2.439E+01,5.527E+02,2.622E-01,2.439E+01,5.527E+02,2.622E-01,2.439E+01,5.527E+02,2.622E-01,2.439E+01,5.527E+02,2.622E-01,2.439E+01,5.527E+02
