,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,1.798E+00,7.564E+01,2.809E+02,2.140E+00,5.220E+01,3.607E+02,2.607E+00,3.754E+01,4.343E+02,3.296E+00,2.683E+01,5.067E+02,4.512E+00,1.806E+01,5.796E+02
gammam,4.049E+00,2.089E+01,5.430E+02,2.958E+00,3.059E+01,4.900E+02,2.316E+00,4.258E+01,4.337E+02,1.877E+00,5.887E+01,3.726E+02,1.556E+00,8.428E+01,3.019E+02
gammamRNA,4.740E+00,1.703E+01,5.885E+02,3.419E+00,2.555E+01,5.165E+02,2.692E+00,3.574E+01,4.452E+02,2.207E+00,4.938E+01,3.730E+02,1.853E+00,7.031E+01,2.961E+02
gammad,5.718E+00,9.129E+00,2.057E+03,5.054E+00,1.086E+01,1.641E+03,4.463E+00,1.340E+01,1.215E+03,3.895E+00,1.783E+01,8.152E+02,3.343E+00,2.783E+01,4.640E+02
alphaass,1.754E+00,7.691E+01,2.907E+02,2.096E+00,5.299E+01,3.695E+02,2.556E+00,3.825E+01,4.385E+02,3.221E+00,2.762E+01,5.026E+02,4.334E+00,1.906E+01,5.635E+02
alphadiss,4.403E+00,1.871E+01,5.661E+02,3.265E+00,2.712E+01,5.059E+02,2.591E+00,3.748E+01,4.427E+02,2.125E+00,5.170E+01,3.748E+02,1.779E+00,7.427E+01,2.980E+02
phi0,1.770E+00,7.880E+01,2.725E+02,2.085E+00,5.486E+01,3.497E+02,2.503E+00,4.000E+01,4.202E+02,3.098E+00,2.920E+01,4.890E+02,4.058E+00,2.053E+01,5.580E+02
fm,1.267E+00,9.315E+01,3.767E+02,1.268E+00,9.305E+01,3.769E+02,1.272E+00,9.248E+01,3.779E+02,1.300E+00,8.921E+01,3.834E+02,1.488E+00,7.250E+01,4.135E+02
fd,2.839E+00,5.766E+01,3.014E+02,3.045E+00,3.955E+01,3.947E+02,3.318E+00,2.835E+01,4.864E+02,3.709E+00,2.045E+01,5.804E+02,4.361E+00,1.431E+01,6.785E+02
Km,1.311E+00,6.389E+01,5.484E+02,1.326E+00,6.321E+01,5.478E+02,1.367E+00,6.143E+01,5.462E+02,1.489E+00,5.671E+01,5.421E+02,1.926E+00,4.446E+01,5.320E+02
Kd,2.665E+00,7.583E+01,3.331E+02,2.866E+00,4.953E+01,4.106E+02,3.138E+00,3.394E+01,4.741E+02,3.537E+00,2.336E+01,5.293E+02,4.225E+00,1.550E+01,5.786E+02
kbm,3.432E+00,2.542E+01,5.176E+02,3.432E+00,2.542E+01,5.176E+02,3.432E+00,2.542E+01,5.176E+02,3.432E+00,2.542E+01,5.176E+02,3.432E+00,2.542E+01,5.176E+02
kbd,3.432E+00,2.542E+01,5.176E+02,3.432E+00,2.542E+01,5.176E+02,3.432E+00,2.542E+01,5.176E+02,3.432E+00,2.542E+01,5.176E+02,3.432E+00,2.542E+01,5.176E+02
