,log10_var,log10_left_bound,log10_right_bound
beta,1.0413926851582251,0.8839768528209342,1.1994932862312193
gammam,-0.563837352959244,-0.7208556485692927,-0.40085311811946256
gammamRNA,-1.3062730510763532,-1.4617518920908283,-1.1486176667254304
gammad,-2.55129368009492,-3.3010299956639813,-1.0
alphaass,-1.853871964321762,-2.0,-1.5388585641342751
alphadiss,1.2201080880400552,0.911018140185559,1.5434087673609045
phi0,-1.7594507517174003,-1.921069777907272,-1.605848512608131
fm,1.1430148002540952,-3.0,2.0
fd,1.8155777483242672,1.65098280575459,2.0
Km,-4.982966660701219,-6.0,-2.6889766394381636
Kd,-1.9469215565165803,-2.2675263943311865,-1.6362181353509193
kbm,-2.978810700930062,-3.0,2.0
kbd,-2.614393726401688,-3.0,2.0
