,log10_var,log10_left_bound,log10_right_bound
beta,-1.2240256688706308,-1.2937421126830353,-1.194993576844982
gammam,-0.48945498979338786,-0.5237788473548063,-0.3938583120993667
gammamRNA,-0.321481620959886,-0.35548624881879376,-0.2517941136045795
gammad,-2.583359492661719,-2.7039057099628803,-2.431827041215578
alphaass,-1.6925039620867872,-1.8798843601901511,-1.6230848542668215
alphadiss,-2.444905551421681,-2.579342488186743,-2.155113214944648
phi0,0.3692158574101428,0.29980523658757996,0.4037118652080256
fm,-1.6757175447023074,-3.0,2.0
fd,1.6095944092252201,1.533067939540817,1.6675452391058516
Km,-5.85078088734462,-6.0,-1.4496751686335232
Kd,-2.596879478824182,-2.706550354994887,-2.5356779602218094
kbm,-2.9507819773298185,-3.0,2.0
kbd,-0.8446639625349381,-3.0,2.0
