,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,9.780E-01,4.944E+01,2.958E+02,1.158E+00,3.209E+01,4.145E+02,1.401E+00,2.208E+01,5.362E+02,1.755E+00,1.528E+01,6.656E+02,2.365E+00,1.009E+01,8.050E+02
gammam,2.314E+00,1.049E+01,7.524E+02,1.701E+00,1.611E+01,6.351E+02,1.347E+00,2.360E+01,5.204E+02,1.105E+00,3.490E+01,4.068E+02,9.262E-01,5.535E+01,2.894E+02
gammamRNA,2.347E+00,1.019E+01,8.019E+02,1.762E+00,1.518E+01,6.678E+02,1.417E+00,2.165E+01,5.430E+02,1.177E+00,3.096E+01,4.255E+02,9.988E-01,4.643E+01,3.114E+02
gammad,1.506E+00,1.809E+01,7.911E+02,1.490E+00,1.926E+01,6.441E+02,1.467E+00,2.114E+01,4.956E+02,1.437E+00,2.443E+01,3.530E+02,1.398E+00,3.130E+01,2.214E+02
alphaass,1.071E+00,4.613E+01,3.157E+02,1.244E+00,2.953E+01,4.421E+02,1.473E+00,2.025E+01,5.662E+02,1.801E+00,1.409E+01,6.915E+02,2.350E+00,9.470E+00,8.190E+02
alphadiss,2.280E+00,9.875E+00,8.067E+02,1.777E+00,1.441E+01,6.839E+02,1.467E+00,2.043E+01,5.632E+02,1.246E+00,2.940E+01,4.435E+02,1.078E+00,4.504E+01,3.218E+02
phi0,9.771E-01,4.959E+01,2.951E+02,1.160E+00,3.197E+01,4.156E+02,1.408E+00,2.189E+01,5.392E+02,1.773E+00,1.505E+01,6.709E+02,2.414E+00,9.826E+00,8.129E+02
fm,1.480E+00,2.008E+01,5.690E+02,1.485E+00,2.000E+01,5.693E+02,1.503E+00,1.973E+01,5.703E+02,1.564E+00,1.885E+01,5.735E+02,1.807E+00,1.602E+01,5.842E+02
fd,1.290E+00,4.435E+01,3.100E+02,1.390E+00,2.703E+01,4.592E+02,1.524E+00,1.782E+01,6.174E+02,1.719E+00,1.197E+01,7.907E+02,2.053E+00,7.835E+00,9.824E+02
Km,2.401E+00,5.837E+00,1.256E+03,2.027E+00,7.948E+00,1.083E+03,1.765E+00,1.103E+01,8.865E+02,1.556E+00,1.638E+01,6.676E+02,1.381E+00,2.835E+01,4.274E+02
Kd,1.247E+00,5.348E+01,3.300E+02,1.345E+00,3.151E+01,4.555E+02,1.478E+00,2.015E+01,5.681E+02,1.674E+00,1.315E+01,6.738E+02,2.012E+00,8.336E+00,7.742E+02
kbm,1.479E+00,2.009E+01,5.689E+02,1.479E+00,2.009E+01,5.689E+02,1.479E+00,2.009E+01,5.689E+02,1.479E+00,2.009E+01,5.689E+02,1.479E+00,2.009E+01,5.689E+02
kbd,1.479E+00,2.009E+01,5.689E+02,1.479E+00,2.009E+01,5.689E+02,1.479E+00,2.009E+01,5.689E+02,1.479E+00,2.009E+01,5.689E+02,1.479E+00,2.009E+01,5.689E+02
