,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,1.278E-01,4.869E+01,5.227E+02,1.794E-01,2.828E+01,8.536E+02,2.580E-01,1.748E+01,1.278E+03,3.868E-01,1.080E+01,1.836E+03,6.344E-01,6.245E+00,2.575E+03
gammam,6.418E-01,6.176E+00,2.539E+03,3.886E-01,1.075E+01,1.820E+03,2.581E-01,1.749E+01,1.270E+03,1.789E-01,2.843E+01,8.480E+02,1.270E-01,4.925E+01,5.175E+02
gammamRNA,6.238E-01,6.359E+00,2.550E+03,3.797E-01,1.103E+01,1.809E+03,2.525E-01,1.796E+01,1.251E+03,1.751E-01,2.930E+01,8.277E+02,1.243E-01,5.131E+01,4.978E+02
gammad,1.367E-01,4.300E+01,5.935E+02,1.366E-01,4.310E+01,5.887E+02,1.366E-01,4.335E+01,5.774E+02,1.365E-01,4.397E+01,5.515E+02,1.364E-01,4.556E+01,4.959E+02
alphaass,1.271E-01,4.932E+01,5.167E+02,1.787E-01,2.828E+01,8.523E+02,2.574E-01,1.737E+01,1.279E+03,3.869E-01,1.068E+01,1.832E+03,6.371E-01,6.149E+00,2.553E+03
alphadiss,6.285E-01,6.239E+00,2.534E+03,3.837E-01,1.078E+01,1.820E+03,2.560E-01,1.749E+01,1.272E+03,1.781E-01,2.842E+01,8.486E+02,1.269E-01,4.950E+01,5.150E+02
phi0,1.249E-01,5.083E+01,5.022E+02,1.763E-01,2.901E+01,8.349E+02,2.548E-01,1.775E+01,1.263E+03,3.845E-01,1.087E+01,1.828E+03,6.362E-01,6.226E+00,2.579E+03
fm,1.366E-01,4.321E+01,5.836E+02,1.367E-01,4.321E+01,5.836E+02,1.368E-01,4.315E+01,5.838E+02,1.376E-01,4.279E+01,5.851E+02,1.437E-01,4.039E+01,5.937E+02
fd,1.337E-01,8.972E+01,2.878E+02,1.346E-01,6.813E+01,3.765E+02,1.354E-01,5.503E+01,4.629E+02,1.363E-01,4.580E+01,5.521E+02,1.373E-01,3.882E+01,6.464E+02
Km,1.371E-01,3.990E+01,6.299E+02,1.370E-01,4.024E+01,6.249E+02,1.369E-01,4.115E+01,6.116E+02,1.366E-01,4.382E+01,5.759E+02,1.356E-01,5.288E+01,4.806E+02
Kd,1.354E-01,5.195E+01,5.514E+02,1.425E-01,2.240E+01,6.833E+02,1.536E-01,1.034E+01,7.722E+02,1.726E-01,4.778E+00,8.353E+02,2.123E-01,2.070E+00,8.812E+02
kbm,1.366E-01,4.322E+01,5.836E+02,1.366E-01,4.322E+01,5.836E+02,1.366E-01,4.322E+01,5.836E+02,1.366E-01,4.322E+01,5.836E+02,1.366E-01,4.322E+01,5.836E+02
kbd,1.366E-01,4.322E+01,5.836E+02,1.366E-01,4.322E+01,5.836E+02,1.366E-01,4.322E+01,5.836E+02,1.366E-01,4.322E+01,5.836E+02,1.366E-01,4.322E+01,5.836E+02
