,log10_var,log10_left_bound,log10_right_bound
beta,-0.6497519816658373,-0.7315052796509136,-0.3805896222917555
gammam,-0.8297382846050425,-1.0967822066165314,-0.7422268249006044
gammamRNA,-1.9706162223147903,-2.240025257880841,-1.886487442581266
gammad,-2.9208187539523753,-3.3010299956639813,-1.8291034074677244
alphaass,-1.2034256667895702,-1.368341446712042,-0.6628242930364429
alphadiss,0.7701152947871016,0.22889757180496884,0.9399697938169903
phi0,-1.576754126063192,-1.6594193358164748,-1.3075034507811985
fm,0.06445798922691845,-3.0,2.0
fd,1.919078092376074,1.8374137099831118,2.0
Km,-3.5016894462103996,-6.0,-2.4064720905380805
Kd,-2.219682687859849,-2.3784264812407336,-1.6821417524344615
kbm,-0.6736641390712486,-3.0,2.0
kbd,0.24551266781414982,-3.0,2.0
