,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,1.811E+00,7.926E+01,3.101E+02,2.171E+00,5.414E+01,4.056E+02,2.661E+00,3.871E+01,4.958E+02,3.380E+00,2.759E+01,5.863E+02,4.637E+00,1.859E+01,6.792E+02
gammam,4.102E+00,2.212E+01,6.157E+02,2.958E+00,3.255E+01,5.550E+02,2.280E+00,4.566E+01,4.898E+02,1.817E+00,6.386E+01,4.180E+02,1.479E+00,9.323E+01,3.339E+02
gammamRNA,4.485E+00,1.934E+01,6.709E+02,3.304E+00,2.844E+01,5.784E+02,2.612E+00,3.982E+01,4.882E+02,2.137E+00,5.575E+01,3.979E+02,1.785E+00,8.222E+01,3.015E+02
gammad,3.865E+00,1.812E+01,1.101E+03,3.645E+00,2.098E+01,8.793E+02,3.419E+00,2.527E+01,6.774E+02,3.189E+00,3.230E+01,4.944E+02,2.956E+00,4.619E+01,3.255E+02
alphaass,2.078E+00,5.213E+01,4.614E+02,2.456E+00,4.134E+01,5.095E+02,2.958E+00,3.257E+01,5.548E+02,3.673E+00,2.511E+01,5.978E+02,4.855E+00,1.832E+01,6.391E+02
alphadiss,4.262E+00,2.117E+01,6.217E+02,3.036E+00,3.154E+01,5.605E+02,2.326E+00,4.447E+01,4.947E+02,1.848E+00,6.238E+01,4.224E+02,1.499E+00,9.110E+01,3.380E+02
phi0,1.810E+00,7.937E+01,3.097E+02,2.162E+00,5.455E+01,4.036E+02,2.638E+00,3.923E+01,4.922E+02,3.328E+00,2.817E+01,5.809E+02,4.502E+00,1.925E+01,6.719E+02
fm,3.269E+00,2.881E+01,5.769E+02,3.269E+00,2.880E+01,5.769E+02,3.271E+00,2.878E+01,5.770E+02,3.287E+00,2.863E+01,5.774E+02,3.398E+00,2.759E+01,5.799E+02
fd,2.731E+00,7.001E+01,3.195E+02,2.926E+00,4.604E+01,4.315E+02,3.186E+00,3.211E+01,5.403E+02,3.562E+00,2.262E+01,6.520E+02,4.185E+00,1.550E+01,7.690E+02
Km,3.284E+00,2.842E+01,5.831E+02,3.290E+00,2.847E+01,5.806E+02,3.311E+00,2.865E+01,5.717E+02,3.386E+00,2.934E+01,5.410E+02,3.670E+00,3.231E+01,4.385E+02
Kd,2.582E+00,8.842E+01,3.834E+02,2.778E+00,5.604E+01,4.699E+02,3.048E+00,3.730E+01,5.382E+02,3.453E+00,2.490E+01,5.958E+02,4.174E+00,1.591E+01,6.458E+02
kbm,3.297E+00,2.853E+01,5.776E+02,3.297E+00,2.853E+01,5.776E+02,3.297E+00,2.853E+01,5.776E+02,3.297E+00,2.853E+01,5.776E+02,3.297E+00,2.853E+01,5.776E+02
kbd,3.297E+00,2.853E+01,5.776E+02,3.297E+00,2.853E+01,5.776E+02,3.297E+00,2.853E+01,5.776E+02,3.297E+00,2.853E+01,5.776E+02,3.297E+00,2.853E+01,5.776E+02
