,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,4.969E-01,4.280E+01,2.528E+02,6.266E-01,2.799E+01,3.567E+02,8.088E-01,1.920E+01,4.682E+02,1.086E+00,1.312E+01,5.927E+02,1.583E+00,8.437E+00,7.337E+02
gammam,1.757E+00,7.549E+00,7.424E+02,1.283E+00,1.077E+01,6.480E+02,1.004E+00,1.446E+01,5.594E+02,8.131E-01,1.900E+01,4.762E+02,6.721E-01,2.487E+01,3.977E+02
gammamRNA,1.536E+00,8.726E+00,7.237E+02,1.067E+00,1.340E+01,5.857E+02,8.000E-01,1.949E+01,4.635E+02,6.225E-01,2.829E+01,3.538E+02,4.953E-01,4.309E+01,2.513E+02
gammad,1.096E+00,1.254E+01,7.093E+02,1.048E+00,1.340E+01,6.434E+02,9.724E-01,1.506E+01,5.472E+02,8.623E-01,1.842E+01,4.208E+02,7.190E-01,2.642E+01,2.732E+02
alphaass,7.947E-01,1.960E+01,4.668E+02,9.372E-01,1.578E+01,5.327E+02,1.126E+00,1.258E+01,6.020E+02,1.392E+00,9.806E+00,6.748E+02,1.821E+00,7.260E+00,7.515E+02
alphadiss,1.544E+00,8.713E+00,7.069E+02,1.068E+00,1.341E+01,5.825E+02,7.945E-01,1.961E+01,4.667E+02,6.124E-01,2.872E+01,3.584E+02,4.821E-01,4.446E+01,2.537E+02
phi0,5.027E-01,4.176E+01,2.581E+02,6.296E-01,2.777E+01,3.588E+02,8.062E-01,1.928E+01,4.668E+02,1.071E+00,1.335E+01,5.870E+02,1.531E+00,8.761E+00,7.225E+02
fm,9.707E-01,1.509E+01,5.469E+02,9.707E-01,1.509E+01,5.469E+02,9.708E-01,1.509E+01,5.469E+02,9.710E-01,1.508E+01,5.469E+02,9.722E-01,1.506E+01,5.470E+02
fd,8.436E-01,3.689E+01,2.669E+02,9.027E-01,2.212E+01,4.082E+02,9.850E-01,1.423E+01,5.698E+02,1.109E+00,9.254E+00,7.612E+02,1.330E+00,5.794E+00,9.902E+02
Km,9.712E-01,1.507E+01,5.471E+02,9.723E-01,1.506E+01,5.470E+02,9.777E-01,1.499E+01,5.466E+02,1.003E+00,1.467E+01,5.443E+02,1.139E+00,1.317E+01,5.341E+02
Kd,7.701E-01,6.612E+01,3.695E+02,8.222E-01,3.688E+01,4.520E+02,8.971E-01,2.171E+01,5.127E+02,1.015E+00,1.280E+01,5.604E+02,1.233E+00,7.177E+00,5.990E+02
kbm,9.723E-01,1.506E+01,5.470E+02,9.723E-01,1.506E+01,5.470E+02,9.723E-01,1.506E+01,5.470E+02,9.723E-01,1.506E+01,5.470E+02,9.723E-01,1.506E+01,5.470E+02
kbd,9.723E-01,1.506E+01,5.470E+02,9.723E-01,1.506E+01,5.470E+02,9.723E-01,1.506E+01,5.470E+02,9.723E-01,1.506E+01,5.470E+02,9.723E-01,1.506E+01,5.470E+02
