,log10_var,log10_left_bound,log10_right_bound
beta,0.5118833609788743,0.4579171168953438,0.6373896369316453
gammam,-1.4672456210075022,-1.5959730395557004,-1.4013341966263058
gammamRNA,-0.978810700930062,-1.101187396772187,-0.9208377311762516
gammad,-2.087246696328677,-3.3010299956639813,-1.802693850023906
alphaass,-0.7986028756795485,-0.8971549835339605,-0.5521590195128128
alphadiss,2.2528530309798933,2.004060675508678,2.3491649449551417
phi0,-1.5497508916806388,-1.602514459061814,-1.425251336422795
fm,0.02530586526477026,-3.0,0.9470869164400045
fd,1.9459607035775686,1.8831701868329314,2.0
Km,-2.835647144215563,-6.0,-2.6587480726123283
Kd,-2.486782399932061,-2.5656925608710868,-2.2555640819657325
kbm,-0.7235381958267559,-3.0,2.0
kbd,0.14301480025409505,-3.0,2.0
